,traffic-nj511-minutes-route_46_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_lower_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_upper_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_upper_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level
614,5.0,7.0,5.0,7.0,5.0
615,5.0,7.0,5.0,7.0,5.0
616,5.0,7.0,5.0,7.0,5.0
617,5.0,7.0,5.0,7.0,5.0
618,5.0,7.0,5.0,7.0,5.0
619,5.0,7.0,5.0,7.0,5.0
620,5.0,7.0,5.0,7.0,5.0
621,5.0,7.0,5.0,7.0,5.0
622,5.0,7.0,5.0,7.0,5.0
623,5.0,7.0,5.0,7.0,5.0
624,5.0,7.0,5.0,7.0,5.0
625,5.0,7.0,5.0,7.0,5.0
626,5.0,7.0,5.0,7.0,5.0
627,5.0,7.0,5.0,7.0,5.0
628,5.0,7.0,5.0,7.0,5.0
629,5.0,7.0,5.0,7.0,5.0
630,5.0,7.0,5.0,7.0,5.0
631,5.0,7.0,5.0,7.0,5.0
632,5.0,7.0,5.0,7.0,5.0
633,5.0,8.0,5.0,7.0,5.0
634,6.0,8.0,5.0,7.0,6.0
635,5.0,8.0,5.0,7.0,5.0
636,5.0,7.0,5.0,7.0,5.0
637,5.0,7.0,5.0,7.0,5.0
638,14.0,7.0,5.0,7.0,5.0
639,6.0,7.0,5.0,7.0,5.0
640,6.0,7.0,5.0,7.0,5.0
641,5.0,7.0,5.0,7.0,5.0
642,5.0,7.0,5.0,7.0,5.0
643,5.0,7.0,5.0,7.0,5.0
644,5.0,7.0,5.0,7.0,5.0
645,5.0,7.0,5.0,7.0,5.0
646,5.0,7.0,5.0,7.0,5.0
647,5.0,7.0,5.0,7.0,5.0
648,5.0,7.0,5.0,7.0,5.0
649,6.0,7.0,5.0,7.0,5.0
650,6.0,7.0,5.0,7.0,5.0
651,5.0,7.0,5.0,7.0,5.0
652,5.0,7.0,5.0,7.0,5.0
653,5.0,7.0,5.0,7.0,5.0
654,5.0,7.0,5.0,7.0,5.0
655,5.0,7.0,5.0,7.0,5.0
656,5.0,7.0,5.0,7.0,5.0
657,5.0,7.0,5.0,7.0,5.0
658,6.0,7.0,5.0,7.0,5.0
659,5.0,7.0,5.0,7.0,5.0
660,5.0,7.0,5.0,7.0,5.0
661,5.0,7.0,5.0,7.0,5.0
662,5.0,7.0,5.0,7.0,5.0
663,5.0,7.0,5.0,7.0,5.0
664,5.0,7.0,5.0,7.0,5.0
665,5.0,7.0,5.0,7.0,5.0
666,5.0,7.0,5.0,7.0,5.0
667,5.0,7.0,5.0,7.0,5.0
668,5.0,7.0,5.0,7.0,5.0
669,5.0,7.0,5.0,7.0,5.0
670,5.0,7.0,5.0,7.0,5.0
671,5.0,7.0,5.0,7.0,5.0
672,5.0,7.0,5.0,7.0,5.0
673,5.0,7.0,5.0,7.0,5.0
674,6.0,7.0,5.0,7.0,5.0
675,5.0,7.0,5.0,7.0,5.0
676,6.0,7.0,5.0,7.0,5.0
677,5.0,7.0,5.0,7.0,5.0
678,5.0,7.0,5.0,7.0,5.0
679,5.0,7.0,5.0,7.0,5.0
680,5.0,7.0,5.0,7.0,5.0
681,5.0,7.0,5.0,7.0,5.0
682,5.0,7.0,5.0,7.0,5.0
683,5.0,7.0,5.0,7.0,5.0
684,5.0,7.0,5.0,7.0,5.0
685,5.0,7.0,5.0,7.0,5.0
686,5.0,7.0,5.0,7.0,5.0
687,5.0,7.0,5.0,7.0,5.0
688,5.0,7.0,5.0,7.0,5.0
689,5.0,7.0,5.0,7.0,5.0
690,5.0,7.0,5.0,7.0,5.0
691,5.0,7.0,5.0,7.0,5.0
692,5.0,7.0,5.0,7.0,5.0
693,5.0,7.0,5.0,7.0,5.0
694,5.0,7.0,5.0,7.0,5.0
695,5.0,7.0,5.0,7.0,5.0
696,5.0,7.0,5.0,7.0,5.0
697,5.0,7.0,5.0,7.0,5.0
698,5.0,7.0,5.0,7.0,5.0
699,5.0,7.0,5.0,8.0,5.0
700,5.0,7.0,5.0,7.0,5.0
701,5.0,7.0,5.0,8.0,5.0
702,5.0,7.0,5.0,8.0,5.0
703,5.0,7.0,5.0,8.0,5.0
704,5.0,7.0,5.0,8.0,5.0
705,5.0,7.0,5.0,8.0,5.0
706,6.0,7.0,5.0,8.0,5.0
707,6.0,7.0,5.0,8.0,5.0
708,6.0,7.0,5.0,8.0,5.0
709,6.0,7.0,6.0,8.0,5.0
710,5.0,7.0,6.0,8.0,5.0
711,5.0,7.0,6.0,8.0,5.0
712,5.0,7.0,6.0,8.0,5.0
713,5.0,7.0,6.0,8.0,5.0
714,5.0,7.0,6.0,8.0,5.0
715,5.0,7.0,6.0,8.0,5.0
716,5.0,7.0,6.0,8.0,5.0
717,5.0,8.0,6.0,8.0,5.0
718,6.0,8.0,6.0,8.0,6.0
719,6.0,8.0,6.0,8.0,6.0
720,6.0,8.0,6.0,9.0,5.0
721,6.0,8.0,7.0,9.0,5.0
722,6.0,8.0,7.0,9.0,5.0
723,6.0,8.0,7.0,9.0,5.0
724,6.0,8.0,7.0,10.0,5.0
725,6.0,8.0,7.0,10.0,5.0
726,6.0,8.0,7.0,10.0,5.0
727,6.0,8.0,7.0,10.0,5.0
728,6.0,8.0,6.0,9.0,5.0
729,6.0,8.0,6.0,9.0,5.0
730,6.0,8.0,6.0,9.0,5.0
731,6.0,8.0,6.0,9.0,5.0
732,6.0,8.0,6.0,8.0,5.0
733,6.0,8.0,5.0,8.0,5.0
734,6.0,8.0,6.0,8.0,5.0
735,5.0,8.0,6.0,8.0,5.0
736,5.0,8.0,6.0,8.0,5.0
737,5.0,8.0,6.0,9.0,5.0
738,6.0,8.0,7.0,10.0,5.0
739,6.0,8.0,6.0,9.0,5.0
740,6.0,8.0,6.0,9.0,5.0
741,6.0,8.0,6.0,8.0,5.0
742,6.0,8.0,5.0,8.0,5.0
743,6.0,8.0,5.0,8.0,5.0
744,6.0,8.0,6.0,8.0,5.0
745,6.0,8.0,6.0,8.0,5.0
746,6.0,7.0,5.0,8.0,5.0
747,6.0,7.0,5.0,8.0,5.0
748,6.0,7.0,5.0,8.0,5.0
749,5.0,7.0,6.0,8.0,5.0
750,6.0,7.0,5.0,8.0,5.0
751,6.0,7.0,5.0,8.0,5.0
752,6.0,8.0,5.0,8.0,5.0
753,6.0,8.0,6.0,8.0,5.0
754,6.0,8.0,6.0,8.0,5.0
755,6.0,8.0,5.0,8.0,5.0
756,5.0,8.0,6.0,9.0,5.0
757,5.0,8.0,6.0,8.0,5.0
758,6.0,8.0,5.0,8.0,5.0
759,6.0,8.0,5.0,8.0,5.0
760,6.0,8.0,6.0,8.0,5.0
761,6.0,8.0,5.0,8.0,5.0
762,6.0,8.0,6.0,8.0,5.0
763,5.0,8.0,6.0,8.0,5.0
764,6.0,8.0,5.0,8.0,5.0
765,6.0,8.0,5.0,8.0,5.0
766,6.0,7.0,5.0,8.0,5.0
767,5.0,7.0,5.0,8.0,5.0
768,5.0,7.0,5.0,8.0,5.0
769,5.0,7.0,5.0,8.0,5.0
770,5.0,7.0,5.0,8.0,5.0
771,5.0,8.0,5.0,8.0,5.0
772,5.0,7.0,6.0,8.0,5.0
773,6.0,7.0,5.0,8.0,5.0
774,5.0,7.0,5.0,8.0,5.0
775,6.0,8.0,6.0,8.0,5.0
776,5.0,7.0,5.0,8.0,5.0
777,5.0,7.0,5.0,8.0,5.0
778,5.0,7.0,5.0,8.0,5.0
779,5.0,7.0,5.0,8.0,5.0
780,5.0,7.0,5.0,8.0,5.0
781,5.0,7.0,5.0,8.0,5.0
782,5.0,7.0,5.0,7.0,5.0
783,5.0,7.0,5.0,7.0,5.0
784,5.0,7.0,5.0,7.0,5.0
785,5.0,8.0,5.0,7.0,5.0
786,6.0,9.0,5.0,8.0,6.0
787,8.0,10.0,5.0,8.0,7.0
788,7.0,10.0,6.0,8.0,7.0
789,6.0,8.0,5.0,7.0,5.0
790,5.0,7.0,5.0,8.0,5.0
791,5.0,7.0,5.0,8.0,5.0
792,5.0,8.0,5.0,8.0,5.0
793,5.0,8.0,5.0,8.0,5.0
794,6.0,8.0,5.0,8.0,5.0
795,5.0,8.0,5.0,8.0,5.0
796,6.0,8.0,5.0,8.0,5.0
797,6.0,8.0,5.0,8.0,5.0
798,6.0,9.0,5.0,9.0,5.0
799,5.0,9.0,5.0,9.0,5.0
800,5.0,9.0,6.0,10.0,5.0
801,5.0,9.0,5.0,9.0,5.0
802,5.0,9.0,5.0,9.0,5.0
803,5.0,9.0,5.0,9.0,5.0
804,5.0,8.0,5.0,9.0,5.0
805,5.0,8.0,5.0,9.0,5.0
806,6.0,8.0,5.0,9.0,5.0
807,5.0,8.0,5.0,9.0,5.0
808,5.0,8.0,5.0,9.0,5.0
809,5.0,8.0,5.0,9.0,5.0
810,5.0,8.0,5.0,9.0,5.0
811,5.0,8.0,5.0,9.0,5.0
812,5.0,8.0,5.0,9.0,5.0
813,5.0,8.0,5.0,9.0,5.0
814,5.0,8.0,5.0,9.0,5.0
815,5.0,8.0,5.0,9.0,5.0
816,5.0,8.0,5.0,9.0,5.0
817,5.0,8.0,5.0,9.0,5.0
818,5.0,8.0,5.0,8.0,5.0
819,6.0,8.0,5.0,8.0,5.0
820,5.0,8.0,5.0,8.0,5.0
821,5.0,9.0,5.0,9.0,5.0
822,5.0,8.0,5.0,9.0,5.0
823,5.0,8.0,5.0,8.0,5.0
824,5.0,8.0,5.0,8.0,5.0
825,5.0,8.0,5.0,8.0,5.0
826,5.0,8.0,5.0,8.0,5.0
827,5.0,8.0,5.0,9.0,5.0
828,5.0,8.0,5.0,8.0,5.0
829,6.0,8.0,5.0,8.0,5.0
830,6.0,8.0,5.0,8.0,5.0
831,5.0,8.0,5.0,8.0,5.0
832,5.0,7.0,5.0,8.0,5.0
833,5.0,7.0,5.0,8.0,5.0
834,5.0,7.0,5.0,8.0,5.0
835,5.0,7.0,5.0,8.0,5.0
836,6.0,7.0,5.0,7.0,5.0
837,5.0,7.0,5.0,8.0,5.0
838,5.0,7.0,5.0,8.0,5.0
839,5.0,8.0,5.0,8.0,5.0
840,5.0,8.0,5.0,8.0,5.0
841,5.0,8.0,5.0,8.0,5.0
842,5.0,8.0,5.0,8.0,5.0
843,5.0,8.0,5.0,8.0,5.0
844,5.0,7.0,5.0,8.0,5.0
845,5.0,7.0,5.0,8.0,5.0
846,6.0,7.0,5.0,8.0,5.0
847,5.0,7.0,5.0,8.0,5.0
848,6.0,7.0,5.0,8.0,5.0
849,6.0,7.0,5.0,8.0,5.0
850,6.0,7.0,6.0,8.0,5.0
851,5.0,7.0,5.0,8.0,5.0
852,5.0,7.0,5.0,8.0,5.0
853,6.0,7.0,5.0,7.0,5.0
854,6.0,8.0,5.0,7.0,5.0
855,6.0,7.0,5.0,7.0,5.0
856,5.0,8.0,5.0,7.0,5.0
857,5.0,8.0,5.0,7.0,5.0
858,5.0,7.0,5.0,8.0,5.0
859,6.0,7.0,5.0,8.0,5.0
860,5.0,7.0,5.0,8.0,5.0
861,5.0,7.0,5.0,8.0,5.0
862,5.0,7.0,6.0,8.0,5.0
863,5.0,7.0,5.0,8.0,5.0
864,5.0,7.0,5.0,8.0,5.0
865,5.0,7.0,5.0,8.0,5.0
866,6.0,7.0,6.0,8.0,5.0
867,6.0,7.0,5.0,8.0,5.0
868,6.0,7.0,6.0,8.0,5.0
869,5.0,7.0,5.0,8.0,5.0
870,5.0,7.0,5.0,8.0,5.0
871,5.0,7.0,5.0,8.0,5.0
872,5.0,7.0,5.0,8.0,5.0
873,5.0,7.0,5.0,8.0,5.0
874,6.0,7.0,5.0,8.0,5.0
875,6.0,8.0,5.0,8.0,5.0
876,5.0,8.0,5.0,8.0,5.0
877,5.0,8.0,5.0,8.0,5.0
878,6.0,8.0,5.0,8.0,5.0
879,6.0,7.0,5.0,8.0,5.0
880,6.0,7.0,5.0,8.0,5.0
881,6.0,8.0,5.0,8.0,5.0
882,5.0,8.0,5.0,8.0,5.0
883,5.0,8.0,5.0,8.0,5.0
884,5.0,8.0,5.0,8.0,5.0
885,5.0,8.0,5.0,8.0,5.0
886,5.0,8.0,5.0,8.0,5.0
887,5.0,8.0,5.0,8.0,5.0
888,5.0,8.0,5.0,8.0,5.0
889,6.0,8.0,5.0,8.0,5.0
890,6.0,8.0,5.0,8.0,5.0
891,6.0,8.0,5.0,8.0,5.0
892,5.0,8.0,5.0,8.0,5.0
893,6.0,8.0,5.0,8.0,5.0
894,6.0,8.0,5.0,8.0,5.0
895,6.0,8.0,5.0,8.0,5.0
896,6.0,8.0,5.0,8.0,5.0
897,6.0,8.0,5.0,8.0,5.0
898,6.0,8.0,5.0,8.0,5.0
899,6.0,8.0,5.0,8.0,5.0
900,5.0,8.0,5.0,8.0,5.0
901,6.0,8.0,5.0,9.0,5.0
902,6.0,9.0,6.0,9.0,5.0
903,6.0,9.0,7.0,10.0,5.0
904,7.0,10.0,9.0,13.0,7.0
905,8.0,11.0,10.0,14.0,7.0
906,8.0,12.0,11.0,15.0,8.0
907,8.0,11.0,12.0,15.0,7.0
908,7.0,9.0,10.0,13.0,6.0
909,6.0,9.0,9.0,12.0,6.0
910,6.0,8.0,8.0,11.0,5.0
911,6.0,8.0,7.0,10.0,5.0
912,6.0,8.0,6.0,9.0,5.0
913,6.0,8.0,6.0,9.0,5.0
914,6.0,8.0,6.0,9.0,5.0
915,6.0,8.0,6.0,9.0,5.0
916,6.0,8.0,6.0,9.0,5.0
917,6.0,9.0,5.0,9.0,5.0
918,6.0,9.0,5.0,9.0,5.0
919,6.0,9.0,5.0,9.0,5.0
920,5.0,8.0,5.0,8.0,5.0
921,5.0,9.0,5.0,9.0,5.0
922,6.0,9.0,5.0,8.0,5.0
923,6.0,9.0,5.0,8.0,5.0
924,6.0,9.0,5.0,9.0,5.0
925,6.0,9.0,5.0,9.0,5.0
926,6.0,9.0,5.0,9.0,5.0
927,6.0,9.0,5.0,9.0,5.0
928,6.0,9.0,5.0,9.0,5.0
929,6.0,9.0,6.0,9.0,5.0
930,5.0,9.0,6.0,10.0,5.0
931,6.0,9.0,6.0,9.0,5.0
932,6.0,9.0,5.0,9.0,5.0
933,6.0,8.0,5.0,9.0,5.0
934,5.0,8.0,5.0,8.0,5.0
935,5.0,8.0,5.0,8.0,5.0
936,6.0,8.0,5.0,8.0,5.0
937,6.0,9.0,5.0,8.0,5.0
938,6.0,9.0,5.0,8.0,5.0
939,6.0,11.0,5.0,8.0,5.0
940,6.0,10.0,5.0,8.0,5.0
941,6.0,8.0,5.0,9.0,5.0
942,6.0,8.0,5.0,8.0,5.0
943,6.0,9.0,5.0,8.0,5.0
944,6.0,9.0,5.0,8.0,5.0
945,7.0,9.0,5.0,8.0,6.0
946,7.0,10.0,5.0,9.0,6.0
947,8.0,10.0,5.0,9.0,7.0
948,8.0,11.0,6.0,9.0,7.0
949,8.0,12.0,6.0,10.0,8.0
950,8.0,11.0,6.0,10.0,7.0
951,7.0,10.0,6.0,10.0,6.0
952,6.0,10.0,7.0,10.0,6.0
953,6.0,9.0,6.0,10.0,6.0
954,6.0,9.0,6.0,9.0,6.0
955,7.0,11.0,6.0,9.0,6.0
956,8.0,11.0,6.0,9.0,7.0
957,8.0,12.0,6.0,9.0,7.0
958,9.0,12.0,6.0,9.0,9.0
959,9.0,13.0,6.0,9.0,9.0
960,10.0,13.0,6.0,9.0,9.0
961,9.0,12.0,5.0,9.0,9.0
962,9.0,12.0,6.0,9.0,8.0
963,8.0,11.0,6.0,9.0,8.0
964,8.0,11.0,6.0,9.0,7.0
965,8.0,10.0,6.0,9.0,7.0
966,7.0,9.0,5.0,9.0,6.0
967,6.0,9.0,5.0,8.0,6.0
968,5.0,9.0,5.0,8.0,5.0
969,5.0,8.0,5.0,8.0,5.0
970,5.0,8.0,5.0,8.0,5.0
971,5.0,8.0,5.0,8.0,5.0
972,5.0,8.0,5.0,8.0,5.0
973,5.0,7.0,5.0,8.0,5.0
974,5.0,7.0,5.0,8.0,5.0
975,5.0,7.0,5.0,8.0,5.0
976,5.0,7.0,5.0,7.0,5.0
977,5.0,7.0,5.0,7.0,5.0
978,5.0,7.0,5.0,7.0,5.0
979,5.0,8.0,5.0,7.0,5.0
980,5.0,8.0,5.0,8.0,5.0
981,5.0,7.0,5.0,8.0,5.0
982,5.0,8.0,5.0,8.0,5.0
983,6.0,8.0,5.0,7.0,5.0
984,6.0,8.0,5.0,7.0,5.0
985,6.0,8.0,5.0,7.0,5.0
986,6.0,8.0,5.0,7.0,5.0
987,5.0,8.0,5.0,7.0,5.0
988,5.0,8.0,5.0,7.0,5.0
989,5.0,9.0,5.0,7.0,5.0
990,5.0,9.0,5.0,7.0,5.0
991,5.0,8.0,5.0,7.0,5.0
992,5.0,7.0,5.0,8.0,5.0
993,5.0,7.0,9.0,14.0,5.0
994,5.0,11.0,9.0,17.0,5.0
995,5.0,10.0,9.0,14.0,5.0
996,5.0,9.0,8.0,11.0,5.0
997,5.0,7.0,6.0,9.0,5.0
998,5.0,7.0,5.0,8.0,5.0
999,5.0,8.0,5.0,8.0,5.0
