,traffic-nj511-minutes-route_46_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_lower_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_upper_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_upper_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level
614,5.0,7.0,5.0,7.0,5.0
615,5.0,7.0,5.0,7.0,5.0
616,5.0,7.0,5.0,7.0,5.0
617,5.0,7.0,5.0,7.0,5.0
618,5.0,7.0,5.0,7.0,5.0
619,5.0,7.0,5.0,7.0,5.0
620,5.0,7.0,5.0,7.0,5.0
621,5.0,7.0,5.0,7.0,5.0
622,5.0,7.0,5.0,7.0,5.0
623,5.0,7.0,5.0,7.0,5.0
624,5.0,7.0,5.0,7.0,5.0
625,5.0,7.0,5.0,7.0,5.0
626,5.0,7.0,5.0,7.0,5.0
627,5.0,7.0,5.0,7.0,5.0
628,5.0,7.0,5.0,7.0,5.0
629,5.0,7.0,5.0,7.0,5.0
630,5.0,8.0,5.0,7.0,5.0
631,6.0,8.0,5.0,7.0,6.0
632,5.0,8.0,5.0,7.0,5.0
633,5.0,7.0,5.0,7.0,5.0
634,5.0,7.0,5.0,7.0,5.0
635,14.0,7.0,5.0,7.0,5.0
636,6.0,7.0,5.0,7.0,5.0
637,6.0,7.0,5.0,7.0,5.0
638,5.0,7.0,5.0,7.0,5.0
639,5.0,7.0,5.0,7.0,5.0
640,5.0,7.0,5.0,7.0,5.0
641,5.0,7.0,5.0,7.0,5.0
642,5.0,7.0,5.0,7.0,5.0
643,5.0,7.0,5.0,7.0,5.0
644,5.0,7.0,5.0,7.0,5.0
645,5.0,7.0,5.0,7.0,5.0
646,6.0,7.0,5.0,7.0,5.0
647,6.0,7.0,5.0,7.0,5.0
648,5.0,7.0,5.0,7.0,5.0
649,5.0,7.0,5.0,7.0,5.0
650,5.0,7.0,5.0,7.0,5.0
651,5.0,7.0,5.0,7.0,5.0
652,5.0,7.0,5.0,7.0,5.0
653,5.0,7.0,5.0,7.0,5.0
654,5.0,7.0,5.0,7.0,5.0
655,6.0,7.0,5.0,7.0,5.0
656,5.0,7.0,5.0,7.0,5.0
657,5.0,7.0,5.0,7.0,5.0
658,5.0,7.0,5.0,7.0,5.0
659,5.0,7.0,5.0,7.0,5.0
660,5.0,7.0,5.0,7.0,5.0
661,5.0,7.0,5.0,7.0,5.0
662,5.0,7.0,5.0,7.0,5.0
663,5.0,7.0,5.0,7.0,5.0
664,5.0,7.0,5.0,7.0,5.0
665,5.0,7.0,5.0,7.0,5.0
666,5.0,7.0,5.0,7.0,5.0
667,5.0,7.0,5.0,7.0,5.0
668,5.0,7.0,5.0,7.0,5.0
669,5.0,7.0,5.0,7.0,5.0
670,5.0,7.0,5.0,7.0,5.0
671,6.0,7.0,5.0,7.0,5.0
672,5.0,7.0,5.0,7.0,5.0
673,6.0,7.0,5.0,7.0,5.0
674,5.0,7.0,5.0,7.0,5.0
675,5.0,7.0,5.0,7.0,5.0
676,5.0,7.0,5.0,7.0,5.0
677,5.0,7.0,5.0,7.0,5.0
678,5.0,7.0,5.0,7.0,5.0
679,5.0,7.0,5.0,7.0,5.0
680,5.0,7.0,5.0,7.0,5.0
681,5.0,7.0,5.0,7.0,5.0
682,5.0,7.0,5.0,7.0,5.0
683,5.0,7.0,5.0,7.0,5.0
684,5.0,7.0,5.0,7.0,5.0
685,5.0,7.0,5.0,7.0,5.0
686,5.0,7.0,5.0,7.0,5.0
687,5.0,7.0,5.0,7.0,5.0
688,5.0,7.0,5.0,7.0,5.0
689,5.0,7.0,5.0,7.0,5.0
690,5.0,7.0,5.0,7.0,5.0
691,5.0,7.0,5.0,7.0,5.0
692,5.0,7.0,5.0,7.0,5.0
693,5.0,7.0,5.0,7.0,5.0
694,5.0,7.0,5.0,7.0,5.0
695,5.0,7.0,5.0,7.0,5.0
696,5.0,7.0,5.0,8.0,5.0
697,5.0,7.0,5.0,7.0,5.0
698,5.0,7.0,5.0,8.0,5.0
699,5.0,7.0,5.0,8.0,5.0
700,5.0,7.0,5.0,8.0,5.0
701,5.0,7.0,5.0,8.0,5.0
702,5.0,7.0,5.0,8.0,5.0
703,6.0,7.0,5.0,8.0,5.0
704,6.0,7.0,5.0,8.0,5.0
705,6.0,7.0,5.0,8.0,5.0
706,6.0,7.0,6.0,8.0,5.0
707,5.0,7.0,6.0,8.0,5.0
708,5.0,7.0,6.0,8.0,5.0
709,5.0,7.0,6.0,8.0,5.0
710,5.0,7.0,6.0,8.0,5.0
711,5.0,7.0,6.0,8.0,5.0
712,5.0,7.0,6.0,8.0,5.0
713,5.0,7.0,6.0,8.0,5.0
714,5.0,8.0,6.0,8.0,5.0
715,6.0,8.0,6.0,8.0,6.0
716,6.0,8.0,6.0,8.0,6.0
717,6.0,8.0,6.0,9.0,5.0
718,6.0,8.0,7.0,9.0,5.0
719,6.0,8.0,7.0,9.0,5.0
720,6.0,8.0,7.0,9.0,5.0
721,6.0,8.0,7.0,10.0,5.0
722,6.0,8.0,7.0,10.0,5.0
723,6.0,8.0,7.0,10.0,5.0
724,6.0,8.0,7.0,10.0,5.0
725,6.0,8.0,6.0,9.0,5.0
726,6.0,8.0,6.0,9.0,5.0
727,6.0,8.0,6.0,9.0,5.0
728,6.0,8.0,6.0,9.0,5.0
729,6.0,8.0,6.0,8.0,5.0
730,6.0,8.0,5.0,8.0,5.0
731,6.0,8.0,6.0,8.0,5.0
732,5.0,8.0,6.0,8.0,5.0
733,5.0,8.0,6.0,8.0,5.0
734,5.0,8.0,6.0,9.0,5.0
735,6.0,8.0,7.0,10.0,5.0
736,6.0,8.0,6.0,9.0,5.0
737,6.0,8.0,6.0,9.0,5.0
738,6.0,8.0,6.0,8.0,5.0
739,6.0,8.0,5.0,8.0,5.0
740,6.0,8.0,5.0,8.0,5.0
741,6.0,8.0,6.0,8.0,5.0
742,6.0,8.0,6.0,8.0,5.0
743,6.0,7.0,5.0,8.0,5.0
744,6.0,7.0,5.0,8.0,5.0
745,6.0,7.0,5.0,8.0,5.0
746,5.0,7.0,6.0,8.0,5.0
747,6.0,7.0,5.0,8.0,5.0
748,6.0,7.0,5.0,8.0,5.0
749,6.0,8.0,5.0,8.0,5.0
750,6.0,8.0,6.0,8.0,5.0
751,6.0,8.0,6.0,8.0,5.0
752,6.0,8.0,5.0,8.0,5.0
753,5.0,8.0,6.0,9.0,5.0
754,5.0,8.0,6.0,8.0,5.0
755,6.0,8.0,5.0,8.0,5.0
756,6.0,8.0,5.0,8.0,5.0
757,6.0,8.0,6.0,8.0,5.0
758,6.0,8.0,5.0,8.0,5.0
759,6.0,8.0,6.0,8.0,5.0
760,5.0,8.0,6.0,8.0,5.0
761,6.0,8.0,5.0,8.0,5.0
762,6.0,8.0,5.0,8.0,5.0
763,6.0,7.0,5.0,8.0,5.0
764,5.0,7.0,5.0,8.0,5.0
765,5.0,7.0,5.0,8.0,5.0
766,5.0,7.0,5.0,8.0,5.0
767,5.0,7.0,5.0,8.0,5.0
768,5.0,8.0,5.0,8.0,5.0
769,5.0,7.0,6.0,8.0,5.0
770,6.0,7.0,5.0,8.0,5.0
771,5.0,7.0,5.0,8.0,5.0
772,6.0,8.0,6.0,8.0,5.0
773,5.0,7.0,5.0,8.0,5.0
774,5.0,7.0,5.0,8.0,5.0
775,5.0,7.0,5.0,8.0,5.0
776,5.0,7.0,5.0,8.0,5.0
777,5.0,7.0,5.0,8.0,5.0
778,5.0,7.0,5.0,8.0,5.0
779,5.0,7.0,5.0,7.0,5.0
780,5.0,7.0,5.0,7.0,5.0
781,5.0,7.0,5.0,7.0,5.0
782,5.0,8.0,5.0,7.0,5.0
783,6.0,9.0,5.0,8.0,6.0
784,8.0,10.0,5.0,8.0,7.0
785,7.0,10.0,6.0,8.0,7.0
786,6.0,8.0,5.0,7.0,5.0
787,5.0,7.0,5.0,8.0,5.0
788,5.0,7.0,5.0,8.0,5.0
789,5.0,8.0,5.0,8.0,5.0
790,5.0,8.0,5.0,8.0,5.0
791,6.0,8.0,5.0,8.0,5.0
792,5.0,8.0,5.0,8.0,5.0
793,6.0,8.0,5.0,8.0,5.0
794,6.0,8.0,5.0,8.0,5.0
795,6.0,9.0,5.0,9.0,5.0
796,5.0,9.0,5.0,9.0,5.0
797,5.0,9.0,6.0,10.0,5.0
798,5.0,9.0,5.0,9.0,5.0
799,5.0,9.0,5.0,9.0,5.0
800,5.0,9.0,5.0,9.0,5.0
801,5.0,8.0,5.0,9.0,5.0
802,5.0,8.0,5.0,9.0,5.0
803,6.0,8.0,5.0,9.0,5.0
804,5.0,8.0,5.0,9.0,5.0
805,5.0,8.0,5.0,9.0,5.0
806,5.0,8.0,5.0,9.0,5.0
807,5.0,8.0,5.0,9.0,5.0
808,5.0,8.0,5.0,9.0,5.0
809,5.0,8.0,5.0,9.0,5.0
810,5.0,8.0,5.0,9.0,5.0
811,5.0,8.0,5.0,9.0,5.0
812,5.0,8.0,5.0,9.0,5.0
813,5.0,8.0,5.0,9.0,5.0
814,5.0,8.0,5.0,9.0,5.0
815,5.0,8.0,5.0,8.0,5.0
816,6.0,8.0,5.0,8.0,5.0
817,5.0,8.0,5.0,8.0,5.0
818,5.0,9.0,5.0,9.0,5.0
819,5.0,8.0,5.0,9.0,5.0
820,5.0,8.0,5.0,8.0,5.0
821,5.0,8.0,5.0,8.0,5.0
822,5.0,8.0,5.0,8.0,5.0
823,5.0,8.0,5.0,8.0,5.0
824,5.0,8.0,5.0,9.0,5.0
825,5.0,8.0,5.0,8.0,5.0
826,6.0,8.0,5.0,8.0,5.0
827,6.0,8.0,5.0,8.0,5.0
828,5.0,8.0,5.0,8.0,5.0
829,5.0,7.0,5.0,8.0,5.0
830,5.0,7.0,5.0,8.0,5.0
831,5.0,7.0,5.0,8.0,5.0
832,5.0,7.0,5.0,8.0,5.0
833,6.0,7.0,5.0,7.0,5.0
834,5.0,7.0,5.0,8.0,5.0
835,5.0,7.0,5.0,8.0,5.0
836,5.0,8.0,5.0,8.0,5.0
837,5.0,8.0,5.0,8.0,5.0
838,5.0,8.0,5.0,8.0,5.0
839,5.0,8.0,5.0,8.0,5.0
840,5.0,8.0,5.0,8.0,5.0
841,5.0,7.0,5.0,8.0,5.0
842,5.0,7.0,5.0,8.0,5.0
843,6.0,7.0,5.0,8.0,5.0
844,5.0,7.0,5.0,8.0,5.0
845,6.0,7.0,5.0,8.0,5.0
846,6.0,7.0,5.0,8.0,5.0
847,6.0,7.0,6.0,8.0,5.0
848,5.0,7.0,5.0,8.0,5.0
849,5.0,7.0,5.0,8.0,5.0
850,6.0,7.0,5.0,7.0,5.0
851,6.0,8.0,5.0,7.0,5.0
852,6.0,7.0,5.0,7.0,5.0
853,5.0,8.0,5.0,7.0,5.0
854,5.0,8.0,5.0,7.0,5.0
855,5.0,7.0,5.0,8.0,5.0
856,6.0,7.0,5.0,8.0,5.0
857,5.0,7.0,5.0,8.0,5.0
858,5.0,7.0,5.0,8.0,5.0
859,5.0,7.0,6.0,8.0,5.0
860,5.0,7.0,5.0,8.0,5.0
861,5.0,7.0,5.0,8.0,5.0
862,5.0,7.0,5.0,8.0,5.0
863,6.0,7.0,6.0,8.0,5.0
864,6.0,7.0,5.0,8.0,5.0
865,6.0,7.0,6.0,8.0,5.0
866,5.0,7.0,5.0,8.0,5.0
867,5.0,7.0,5.0,8.0,5.0
868,5.0,7.0,5.0,8.0,5.0
869,5.0,7.0,5.0,8.0,5.0
870,5.0,7.0,5.0,8.0,5.0
871,6.0,7.0,5.0,8.0,5.0
872,6.0,8.0,5.0,8.0,5.0
873,5.0,8.0,5.0,8.0,5.0
874,5.0,8.0,5.0,8.0,5.0
875,6.0,8.0,5.0,8.0,5.0
876,6.0,7.0,5.0,8.0,5.0
877,6.0,7.0,5.0,8.0,5.0
878,6.0,8.0,5.0,8.0,5.0
879,5.0,8.0,5.0,8.0,5.0
880,5.0,8.0,5.0,8.0,5.0
881,5.0,8.0,5.0,8.0,5.0
882,5.0,8.0,5.0,8.0,5.0
883,5.0,8.0,5.0,8.0,5.0
884,5.0,8.0,5.0,8.0,5.0
885,5.0,8.0,5.0,8.0,5.0
886,6.0,8.0,5.0,8.0,5.0
887,6.0,8.0,5.0,8.0,5.0
888,6.0,8.0,5.0,8.0,5.0
889,5.0,8.0,5.0,8.0,5.0
890,6.0,8.0,5.0,8.0,5.0
891,6.0,8.0,5.0,8.0,5.0
892,6.0,8.0,5.0,8.0,5.0
893,6.0,8.0,5.0,8.0,5.0
894,6.0,8.0,5.0,8.0,5.0
895,6.0,8.0,5.0,8.0,5.0
896,6.0,8.0,5.0,8.0,5.0
897,5.0,8.0,5.0,8.0,5.0
898,6.0,8.0,5.0,9.0,5.0
899,6.0,9.0,6.0,9.0,5.0
900,6.0,9.0,7.0,10.0,5.0
901,7.0,10.0,9.0,13.0,7.0
902,8.0,11.0,10.0,14.0,7.0
903,8.0,12.0,11.0,15.0,8.0
904,8.0,11.0,12.0,15.0,7.0
905,7.0,9.0,10.0,13.0,6.0
906,6.0,9.0,9.0,12.0,6.0
907,6.0,8.0,8.0,11.0,5.0
908,6.0,8.0,7.0,10.0,5.0
909,6.0,8.0,6.0,9.0,5.0
910,6.0,8.0,6.0,9.0,5.0
911,6.0,8.0,6.0,9.0,5.0
912,6.0,8.0,6.0,9.0,5.0
913,6.0,8.0,6.0,9.0,5.0
914,6.0,9.0,5.0,9.0,5.0
915,6.0,9.0,5.0,9.0,5.0
916,6.0,9.0,5.0,9.0,5.0
917,5.0,8.0,5.0,8.0,5.0
918,5.0,9.0,5.0,9.0,5.0
919,6.0,9.0,5.0,8.0,5.0
920,6.0,9.0,5.0,8.0,5.0
921,6.0,9.0,5.0,9.0,5.0
922,6.0,9.0,5.0,9.0,5.0
923,6.0,9.0,5.0,9.0,5.0
924,6.0,9.0,5.0,9.0,5.0
925,6.0,9.0,5.0,9.0,5.0
926,6.0,9.0,6.0,9.0,5.0
927,5.0,9.0,6.0,10.0,5.0
928,6.0,9.0,6.0,9.0,5.0
929,6.0,9.0,5.0,9.0,5.0
930,6.0,8.0,5.0,9.0,5.0
931,5.0,8.0,5.0,8.0,5.0
932,5.0,8.0,5.0,8.0,5.0
933,6.0,8.0,5.0,8.0,5.0
934,6.0,9.0,5.0,8.0,5.0
935,6.0,9.0,5.0,8.0,5.0
936,6.0,11.0,5.0,8.0,5.0
937,6.0,10.0,5.0,8.0,5.0
938,6.0,8.0,5.0,9.0,5.0
939,6.0,8.0,5.0,8.0,5.0
940,6.0,9.0,5.0,8.0,5.0
941,6.0,9.0,5.0,8.0,5.0
942,7.0,9.0,5.0,8.0,6.0
943,7.0,10.0,5.0,9.0,6.0
944,8.0,10.0,5.0,9.0,7.0
945,8.0,11.0,6.0,9.0,7.0
946,8.0,12.0,6.0,10.0,8.0
947,8.0,11.0,6.0,10.0,7.0
948,7.0,10.0,6.0,10.0,6.0
949,6.0,10.0,7.0,10.0,6.0
950,6.0,9.0,6.0,10.0,6.0
951,6.0,9.0,6.0,9.0,6.0
952,7.0,11.0,6.0,9.0,6.0
953,8.0,11.0,6.0,9.0,7.0
954,8.0,12.0,6.0,9.0,7.0
955,9.0,12.0,6.0,9.0,9.0
956,9.0,13.0,6.0,9.0,9.0
957,10.0,13.0,6.0,9.0,9.0
958,9.0,12.0,5.0,9.0,9.0
959,9.0,12.0,6.0,9.0,8.0
960,8.0,11.0,6.0,9.0,8.0
961,8.0,11.0,6.0,9.0,7.0
962,8.0,10.0,6.0,9.0,7.0
963,7.0,9.0,5.0,9.0,6.0
964,6.0,9.0,5.0,8.0,6.0
965,5.0,9.0,5.0,8.0,5.0
966,5.0,8.0,5.0,8.0,5.0
967,5.0,8.0,5.0,8.0,5.0
968,5.0,8.0,5.0,8.0,5.0
969,5.0,8.0,5.0,8.0,5.0
970,5.0,7.0,5.0,8.0,5.0
971,5.0,7.0,5.0,8.0,5.0
972,5.0,7.0,5.0,8.0,5.0
973,5.0,7.0,5.0,7.0,5.0
974,5.0,7.0,5.0,7.0,5.0
975,5.0,7.0,5.0,7.0,5.0
976,5.0,8.0,5.0,7.0,5.0
977,5.0,8.0,5.0,8.0,5.0
978,5.0,7.0,5.0,8.0,5.0
979,5.0,8.0,5.0,8.0,5.0
980,6.0,8.0,5.0,7.0,5.0
981,6.0,8.0,5.0,7.0,5.0
982,6.0,8.0,5.0,7.0,5.0
983,6.0,8.0,5.0,7.0,5.0
984,5.0,8.0,5.0,7.0,5.0
985,5.0,8.0,5.0,7.0,5.0
986,5.0,9.0,5.0,7.0,5.0
987,5.0,9.0,5.0,7.0,5.0
988,5.0,8.0,5.0,7.0,5.0
989,5.0,7.0,5.0,8.0,5.0
990,5.0,7.0,9.0,14.0,5.0
991,5.0,11.0,9.0,17.0,5.0
992,5.0,10.0,9.0,14.0,5.0
993,5.0,9.0,8.0,11.0,5.0
994,5.0,7.0,6.0,9.0,5.0
995,5.0,7.0,5.0,8.0,5.0
996,5.0,8.0,5.0,8.0,5.0
997,6.0,8.0,5.0,7.0,6.0
998,6.0,9.0,5.0,7.0,6.0
999,7.0,9.0,5.0,7.0,6.0
