,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_lower_level,traffic-nj511-minutes-route_46_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_upper_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_upper_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level
614,8.0,5.0,5.0,8.0,5.0
615,7.0,5.0,5.0,8.0,5.0
616,7.0,5.0,5.0,8.0,5.0
617,7.0,5.0,5.0,8.0,5.0
618,7.0,5.0,5.0,8.0,5.0
619,7.0,5.0,5.0,8.0,5.0
620,7.0,5.0,5.0,8.0,5.0
621,7.0,5.0,5.0,8.0,5.0
622,7.0,5.0,5.0,8.0,5.0
623,7.0,5.0,5.0,8.0,5.0
624,8.0,5.0,5.0,9.0,5.0
625,8.0,6.0,5.0,8.0,5.0
626,8.0,6.0,5.0,8.0,5.0
627,8.0,6.0,5.0,8.0,5.0
628,8.0,6.0,5.0,8.0,5.0
629,8.0,6.0,5.0,8.0,5.0
630,8.0,6.0,5.0,8.0,5.0
631,7.0,5.0,5.0,8.0,5.0
632,8.0,5.0,5.0,8.0,5.0
633,9.0,5.0,5.0,8.0,5.0
634,8.0,5.0,5.0,8.0,5.0
635,7.0,5.0,5.0,7.0,5.0
636,7.0,5.0,5.0,8.0,5.0
637,7.0,6.0,5.0,8.0,5.0
638,7.0,6.0,5.0,8.0,5.0
639,7.0,6.0,5.0,8.0,5.0
640,7.0,5.0,5.0,8.0,5.0
641,7.0,5.0,5.0,7.0,5.0
642,7.0,5.0,5.0,8.0,5.0
643,7.0,5.0,5.0,8.0,5.0
644,7.0,5.0,5.0,8.0,5.0
645,10.0,8.0,5.0,8.0,8.0
646,7.0,7.0,5.0,7.0,5.0
647,8.0,7.0,5.0,7.0,5.0
648,7.0,6.0,5.0,8.0,5.0
649,7.0,5.0,5.0,8.0,5.0
650,8.0,5.0,5.0,8.0,5.0
651,7.0,5.0,5.0,7.0,5.0
652,7.0,5.0,5.0,7.0,5.0
653,7.0,5.0,5.0,8.0,5.0
654,7.0,5.0,5.0,7.0,5.0
655,7.0,5.0,5.0,8.0,5.0
656,7.0,5.0,5.0,8.0,5.0
657,7.0,5.0,5.0,7.0,5.0
658,8.0,5.0,5.0,8.0,5.0
659,8.0,5.0,5.0,8.0,5.0
660,8.0,5.0,5.0,8.0,5.0
661,8.0,5.0,5.0,8.0,5.0
662,8.0,5.0,5.0,8.0,5.0
663,7.0,5.0,5.0,8.0,5.0
664,7.0,5.0,5.0,8.0,5.0
665,7.0,5.0,5.0,8.0,5.0
666,7.0,5.0,5.0,8.0,5.0
667,7.0,5.0,5.0,8.0,5.0
668,7.0,5.0,5.0,8.0,5.0
669,7.0,5.0,5.0,8.0,5.0
670,7.0,5.0,5.0,8.0,5.0
671,7.0,5.0,5.0,8.0,5.0
672,7.0,5.0,5.0,8.0,5.0
673,7.0,5.0,5.0,8.0,5.0
674,7.0,6.0,5.0,8.0,5.0
675,7.0,5.0,5.0,8.0,5.0
676,7.0,5.0,5.0,8.0,5.0
677,7.0,5.0,5.0,8.0,5.0
678,7.0,5.0,5.0,8.0,5.0
679,7.0,5.0,5.0,8.0,5.0
680,7.0,5.0,5.0,8.0,5.0
681,7.0,6.0,5.0,8.0,5.0
682,7.0,6.0,5.0,8.0,5.0
683,7.0,5.0,5.0,8.0,5.0
684,7.0,5.0,5.0,8.0,5.0
685,7.0,5.0,5.0,8.0,5.0
686,7.0,5.0,5.0,7.0,5.0
687,7.0,6.0,5.0,8.0,5.0
688,7.0,5.0,5.0,8.0,5.0
689,7.0,5.0,5.0,8.0,5.0
690,7.0,5.0,5.0,8.0,5.0
691,7.0,5.0,5.0,7.0,5.0
692,7.0,6.0,5.0,8.0,5.0
693,7.0,5.0,5.0,8.0,5.0
694,7.0,5.0,5.0,8.0,5.0
695,7.0,5.0,5.0,8.0,5.0
696,7.0,6.0,5.0,8.0,5.0
697,7.0,6.0,5.0,8.0,5.0
698,7.0,5.0,5.0,8.0,5.0
699,7.0,5.0,6.0,8.0,5.0
700,7.0,5.0,5.0,8.0,5.0
701,7.0,5.0,5.0,8.0,5.0
702,8.0,5.0,5.0,8.0,5.0
703,8.0,6.0,5.0,8.0,5.0
704,8.0,6.0,6.0,8.0,5.0
705,8.0,5.0,6.0,9.0,5.0
706,8.0,6.0,6.0,9.0,5.0
707,8.0,6.0,6.0,9.0,5.0
708,8.0,6.0,6.0,9.0,5.0
709,8.0,6.0,6.0,9.0,5.0
710,8.0,6.0,6.0,9.0,5.0
711,8.0,6.0,6.0,9.0,5.0
712,8.0,6.0,6.0,9.0,5.0
713,8.0,6.0,6.0,9.0,5.0
714,8.0,6.0,6.0,9.0,5.0
715,8.0,6.0,6.0,9.0,5.0
716,8.0,6.0,6.0,9.0,5.0
717,8.0,6.0,6.0,8.0,5.0
718,8.0,6.0,6.0,8.0,5.0
719,8.0,6.0,6.0,8.0,5.0
720,8.0,6.0,6.0,8.0,5.0
721,8.0,6.0,6.0,8.0,5.0
722,8.0,6.0,6.0,8.0,5.0
723,8.0,6.0,6.0,8.0,5.0
724,8.0,6.0,6.0,8.0,5.0
725,8.0,6.0,6.0,8.0,5.0
726,8.0,6.0,6.0,8.0,5.0
727,8.0,6.0,6.0,8.0,5.0
728,8.0,6.0,5.0,8.0,5.0
729,8.0,6.0,5.0,8.0,5.0
730,8.0,6.0,6.0,8.0,5.0
731,8.0,6.0,6.0,8.0,5.0
732,8.0,6.0,5.0,8.0,5.0
733,8.0,6.0,5.0,8.0,5.0
734,8.0,6.0,6.0,8.0,5.0
735,8.0,6.0,6.0,8.0,5.0
736,8.0,6.0,6.0,8.0,5.0
737,8.0,6.0,5.0,8.0,5.0
738,8.0,6.0,6.0,8.0,5.0
739,8.0,6.0,6.0,8.0,5.0
740,8.0,6.0,5.0,8.0,5.0
741,8.0,6.0,6.0,8.0,5.0
742,8.0,6.0,6.0,8.0,5.0
743,8.0,6.0,6.0,8.0,5.0
744,8.0,6.0,6.0,8.0,5.0
745,8.0,6.0,6.0,8.0,5.0
746,8.0,6.0,6.0,8.0,5.0
747,8.0,6.0,6.0,9.0,5.0
748,8.0,6.0,6.0,8.0,5.0
749,8.0,6.0,6.0,8.0,5.0
750,8.0,6.0,6.0,8.0,5.0
751,8.0,6.0,6.0,8.0,5.0
752,8.0,6.0,6.0,9.0,5.0
753,8.0,6.0,6.0,8.0,5.0
754,8.0,6.0,6.0,8.0,5.0
755,8.0,6.0,5.0,8.0,5.0
756,8.0,6.0,5.0,8.0,5.0
757,7.0,6.0,5.0,8.0,5.0
758,7.0,6.0,5.0,8.0,5.0
759,7.0,6.0,5.0,8.0,5.0
760,8.0,5.0,5.0,8.0,5.0
761,8.0,6.0,6.0,8.0,5.0
762,8.0,5.0,6.0,8.0,5.0
763,8.0,6.0,6.0,8.0,5.0
764,8.0,6.0,6.0,8.0,5.0
765,8.0,6.0,5.0,8.0,5.0
766,8.0,6.0,6.0,8.0,5.0
767,8.0,6.0,6.0,8.0,5.0
768,8.0,5.0,6.0,8.0,5.0
769,8.0,5.0,6.0,8.0,5.0
770,8.0,6.0,6.0,8.0,5.0
771,8.0,6.0,6.0,8.0,5.0
772,8.0,6.0,5.0,9.0,5.0
773,9.0,6.0,6.0,9.0,5.0
774,9.0,6.0,5.0,8.0,5.0
775,8.0,6.0,6.0,8.0,5.0
776,8.0,6.0,6.0,8.0,5.0
777,8.0,6.0,5.0,8.0,5.0
778,7.0,6.0,5.0,8.0,5.0
779,7.0,6.0,5.0,8.0,5.0
780,8.0,6.0,6.0,8.0,5.0
781,7.0,6.0,6.0,8.0,5.0
782,7.0,6.0,6.0,8.0,5.0
783,7.0,6.0,5.0,8.0,5.0
784,7.0,6.0,5.0,8.0,5.0
785,8.0,6.0,5.0,8.0,5.0
786,8.0,6.0,6.0,8.0,5.0
787,8.0,6.0,6.0,8.0,5.0
788,8.0,6.0,6.0,8.0,5.0
789,8.0,6.0,6.0,8.0,5.0
790,8.0,6.0,5.0,8.0,5.0
791,8.0,5.0,6.0,8.0,5.0
792,8.0,6.0,6.0,8.0,5.0
793,8.0,6.0,5.0,8.0,5.0
794,8.0,6.0,6.0,8.0,5.0
795,8.0,6.0,5.0,8.0,5.0
796,8.0,6.0,6.0,8.0,5.0
797,8.0,6.0,6.0,8.0,5.0
798,8.0,6.0,5.0,8.0,5.0
799,8.0,5.0,5.0,8.0,5.0
800,8.0,6.0,5.0,8.0,5.0
801,8.0,6.0,5.0,8.0,5.0
802,7.0,6.0,5.0,8.0,5.0
803,8.0,6.0,5.0,8.0,5.0
804,8.0,6.0,5.0,8.0,5.0
805,8.0,6.0,6.0,8.0,5.0
806,8.0,6.0,5.0,8.0,5.0
807,8.0,6.0,5.0,8.0,5.0
808,8.0,6.0,6.0,8.0,5.0
809,7.0,6.0,5.0,8.0,5.0
810,8.0,6.0,5.0,8.0,5.0
811,8.0,6.0,5.0,8.0,5.0
812,8.0,6.0,5.0,8.0,5.0
813,7.0,6.0,5.0,8.0,5.0
814,7.0,6.0,5.0,8.0,5.0
815,7.0,5.0,5.0,8.0,5.0
816,8.0,5.0,5.0,8.0,5.0
817,8.0,5.0,5.0,8.0,5.0
818,8.0,5.0,5.0,8.0,5.0
819,7.0,5.0,5.0,8.0,5.0
820,7.0,6.0,5.0,8.0,5.0
821,7.0,6.0,5.0,8.0,5.0
822,7.0,6.0,6.0,8.0,5.0
823,7.0,5.0,6.0,8.0,5.0
824,7.0,5.0,5.0,8.0,5.0
825,7.0,5.0,5.0,8.0,5.0
826,7.0,6.0,5.0,8.0,5.0
827,7.0,5.0,6.0,8.0,5.0
828,7.0,5.0,5.0,8.0,5.0
829,7.0,5.0,5.0,8.0,5.0
830,7.0,6.0,5.0,8.0,5.0
831,7.0,5.0,5.0,8.0,5.0
832,7.0,6.0,5.0,8.0,5.0
833,7.0,6.0,5.0,8.0,5.0
834,7.0,6.0,5.0,8.0,5.0
835,7.0,5.0,5.0,8.0,5.0
836,7.0,6.0,6.0,8.0,5.0
837,8.0,6.0,6.0,8.0,5.0
838,8.0,6.0,6.0,8.0,5.0
839,8.0,6.0,6.0,8.0,5.0
840,7.0,6.0,5.0,8.0,5.0
841,7.0,6.0,5.0,8.0,5.0
842,7.0,6.0,5.0,8.0,5.0
843,7.0,6.0,5.0,8.0,5.0
844,7.0,6.0,5.0,8.0,5.0
845,7.0,6.0,5.0,8.0,5.0
846,7.0,6.0,5.0,8.0,5.0
847,8.0,6.0,5.0,8.0,5.0
848,8.0,5.0,5.0,8.0,5.0
849,8.0,5.0,5.0,8.0,5.0
850,8.0,6.0,5.0,8.0,5.0
851,8.0,6.0,5.0,8.0,5.0
852,8.0,6.0,6.0,8.0,5.0
853,7.0,5.0,5.0,8.0,5.0
854,7.0,6.0,6.0,8.0,5.0
855,7.0,5.0,6.0,8.0,5.0
856,8.0,6.0,5.0,8.0,5.0
857,8.0,6.0,5.0,8.0,5.0
858,8.0,6.0,6.0,8.0,5.0
859,8.0,6.0,6.0,8.0,5.0
860,7.0,5.0,5.0,8.0,5.0
861,7.0,5.0,5.0,8.0,5.0
862,8.0,6.0,5.0,8.0,5.0
863,8.0,6.0,5.0,8.0,5.0
864,8.0,6.0,6.0,9.0,5.0
865,8.0,6.0,6.0,9.0,5.0
866,8.0,6.0,6.0,10.0,5.0
867,8.0,6.0,6.0,9.0,5.0
868,8.0,6.0,6.0,9.0,5.0
869,8.0,6.0,7.0,10.0,5.0
870,9.0,6.0,7.0,10.0,5.0
871,8.0,5.0,7.0,11.0,5.0
872,8.0,5.0,7.0,11.0,5.0
873,9.0,5.0,7.0,11.0,5.0
874,9.0,6.0,7.0,11.0,5.0
875,10.0,6.0,8.0,13.0,5.0
876,12.0,7.0,9.0,14.0,7.0
877,12.0,7.0,9.0,14.0,7.0
878,12.0,8.0,9.0,13.0,7.0
879,11.0,8.0,9.0,12.0,7.0
880,10.0,7.0,8.0,11.0,7.0
881,10.0,7.0,7.0,10.0,6.0
882,10.0,7.0,7.0,11.0,7.0
883,11.0,8.0,7.0,11.0,7.0
884,12.0,9.0,8.0,11.0,8.0
885,12.0,8.0,7.0,11.0,8.0
886,10.0,7.0,7.0,10.0,7.0
887,10.0,7.0,6.0,10.0,6.0
888,9.0,6.0,6.0,9.0,6.0
889,9.0,6.0,6.0,10.0,5.0
890,8.0,6.0,7.0,10.0,5.0
891,8.0,5.0,6.0,9.0,5.0
892,8.0,6.0,6.0,9.0,5.0
893,8.0,6.0,6.0,9.0,5.0
894,8.0,6.0,6.0,9.0,5.0
895,9.0,6.0,7.0,10.0,5.0
896,10.0,6.0,6.0,10.0,6.0
897,10.0,7.0,6.0,10.0,6.0
898,10.0,7.0,6.0,10.0,6.0
899,10.0,7.0,6.0,10.0,6.0
900,10.0,7.0,6.0,10.0,6.0
901,10.0,7.0,6.0,10.0,6.0
902,10.0,7.0,7.0,11.0,6.0
903,10.0,7.0,7.0,11.0,7.0
904,10.0,7.0,7.0,11.0,6.0
905,10.0,7.0,7.0,11.0,6.0
906,10.0,6.0,8.0,12.0,6.0
907,10.0,6.0,8.0,12.0,6.0
908,9.0,6.0,8.0,11.0,5.0
909,9.0,6.0,7.0,11.0,5.0
910,9.0,6.0,7.0,10.0,6.0
911,9.0,6.0,7.0,11.0,6.0
912,9.0,6.0,6.0,10.0,5.0
913,9.0,6.0,7.0,10.0,5.0
914,9.0,6.0,7.0,10.0,5.0
915,9.0,6.0,7.0,11.0,5.0
916,9.0,6.0,7.0,11.0,6.0
917,9.0,6.0,8.0,11.0,6.0
918,9.0,6.0,7.0,11.0,6.0
919,9.0,6.0,7.0,10.0,6.0
920,9.0,6.0,6.0,9.0,6.0
921,10.0,7.0,5.0,8.0,6.0
922,10.0,7.0,5.0,8.0,7.0
923,10.0,7.0,5.0,8.0,6.0
924,10.0,7.0,5.0,8.0,6.0
925,9.0,6.0,5.0,8.0,6.0
926,10.0,7.0,5.0,8.0,6.0
927,10.0,7.0,5.0,8.0,6.0
928,10.0,7.0,5.0,9.0,6.0
929,9.0,6.0,5.0,8.0,5.0
930,9.0,6.0,5.0,8.0,5.0
931,8.0,5.0,5.0,9.0,5.0
932,8.0,5.0,5.0,8.0,5.0
933,8.0,6.0,5.0,8.0,5.0
934,8.0,6.0,5.0,8.0,5.0
935,8.0,5.0,5.0,8.0,5.0
936,9.0,5.0,5.0,8.0,5.0
937,8.0,5.0,5.0,9.0,5.0
938,8.0,5.0,5.0,9.0,5.0
939,9.0,5.0,5.0,9.0,5.0
940,9.0,6.0,5.0,9.0,5.0
941,9.0,6.0,6.0,9.0,5.0
942,9.0,6.0,6.0,9.0,5.0
943,9.0,6.0,6.0,9.0,5.0
944,9.0,6.0,5.0,9.0,5.0
945,9.0,6.0,5.0,9.0,5.0
946,10.0,6.0,6.0,9.0,5.0
947,9.0,6.0,6.0,9.0,5.0
948,9.0,6.0,6.0,9.0,5.0
949,9.0,6.0,5.0,9.0,5.0
950,9.0,6.0,6.0,9.0,5.0
951,9.0,6.0,6.0,9.0,5.0
952,9.0,6.0,6.0,9.0,5.0
953,9.0,6.0,5.0,9.0,5.0
954,9.0,6.0,6.0,9.0,5.0
955,9.0,6.0,6.0,9.0,5.0
956,9.0,6.0,6.0,10.0,5.0
957,9.0,6.0,6.0,10.0,5.0
958,9.0,6.0,6.0,10.0,5.0
959,10.0,6.0,7.0,11.0,5.0
960,10.0,6.0,7.0,11.0,6.0
961,11.0,7.0,8.0,12.0,6.0
962,11.0,7.0,7.0,11.0,7.0
963,11.0,8.0,6.0,10.0,7.0
964,11.0,8.0,6.0,9.0,8.0
965,12.0,9.0,6.0,9.0,8.0
966,12.0,10.0,5.0,9.0,9.0
967,13.0,10.0,6.0,9.0,10.0
968,14.0,12.0,6.0,9.0,12.0
969,16.0,12.0,5.0,8.0,13.0
970,17.0,13.0,5.0,8.0,14.0
971,18.0,15.0,5.0,8.0,15.0
972,19.0,17.0,6.0,9.0,16.0
973,21.0,18.0,6.0,9.0,18.0
974,23.0,20.0,6.0,8.0,20.0
975,25.0,21.0,6.0,8.0,22.0
976,25.0,21.0,6.0,8.0,22.0
977,25.0,21.0,6.0,8.0,22.0
978,23.0,19.0,5.0,8.0,20.0
979,22.0,18.0,5.0,8.0,19.0
980,18.0,14.0,6.0,8.0,15.0
981,16.0,13.0,6.0,8.0,14.0
982,16.0,13.0,5.0,8.0,13.0
983,14.0,13.0,5.0,8.0,12.0
984,14.0,12.0,6.0,8.0,11.0
985,13.0,10.0,6.0,8.0,10.0
986,13.0,10.0,5.0,8.0,11.0
987,14.0,11.0,5.0,8.0,11.0
988,13.0,11.0,5.0,8.0,11.0
989,13.0,11.0,5.0,8.0,10.0
990,13.0,11.0,6.0,8.0,10.0
991,12.0,11.0,6.0,8.0,10.0
992,11.0,9.0,5.0,8.0,8.0
993,11.0,9.0,5.0,8.0,8.0
994,10.0,8.0,5.0,8.0,7.0
995,10.0,8.0,5.0,8.0,8.0
996,10.0,8.0,5.0,8.0,8.0
997,11.0,8.0,5.0,8.0,8.0
998,11.0,8.0,5.0,8.0,8.0
999,10.0,8.0,5.0,8.0,8.0
