,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-natural_gas
458,2974.0,4401.0,258.0,214.0,3583.0,1830.0
459,2936.0,4401.0,256.0,218.0,3569.0,1815.0
460,2895.0,4402.0,256.0,226.0,3577.0,1795.0
461,2882.0,4400.0,253.0,229.0,3576.0,1799.0
462,2882.0,4400.0,253.0,229.0,3576.0,1799.0
463,2831.0,4402.0,252.0,231.0,3539.0,1799.0
464,2831.0,4402.0,252.0,231.0,3539.0,1799.0
465,2899.0,4401.0,256.0,241.0,3411.0,1797.0
466,2887.0,4400.0,255.0,244.0,3429.0,1789.0
467,2881.0,4401.0,255.0,245.0,3367.0,1786.0
468,2881.0,4401.0,255.0,245.0,3367.0,1786.0
469,2894.0,4401.0,250.0,238.0,3344.0,1786.0
470,2896.0,4401.0,248.0,233.0,3314.0,1785.0
471,2890.0,4401.0,239.0,226.0,3260.0,1784.0
472,2890.0,4401.0,239.0,226.0,3260.0,1784.0
473,2906.0,4400.0,243.0,222.0,3226.0,1784.0
474,2892.0,4400.0,242.0,229.0,3224.0,1783.0
475,2892.0,4400.0,242.0,229.0,3224.0,1783.0
476,2845.0,4399.0,244.0,225.0,3225.0,1784.0
477,2811.0,4400.0,244.0,227.0,3224.0,1785.0
478,2804.0,4400.0,248.0,233.0,3226.0,1786.0
479,2804.0,4400.0,248.0,233.0,3226.0,1786.0
480,2802.0,4397.0,245.0,241.0,3223.0,1785.0
481,2797.0,4400.0,248.0,271.0,3174.0,1785.0
482,2793.0,4399.0,250.0,284.0,3138.0,1786.0
483,2796.0,4399.0,248.0,300.0,3109.0,1780.0
484,2790.0,4401.0,246.0,311.0,3095.0,1768.0
485,2797.0,4401.0,246.0,318.0,3093.0,1731.0
486,2792.0,4400.0,250.0,323.0,3091.0,1701.0
487,2821.0,4398.0,251.0,334.0,3105.0,1617.0
488,2815.0,4399.0,248.0,336.0,3099.0,1625.0
489,2810.0,4401.0,250.0,336.0,3103.0,1681.0
490,2809.0,4401.0,250.0,340.0,3128.0,1665.0
491,2818.0,4400.0,248.0,345.0,3162.0,1648.0
492,2818.0,4400.0,248.0,345.0,3162.0,1648.0
493,2815.0,4402.0,249.0,344.0,3164.0,1666.0
494,2815.0,4402.0,249.0,344.0,3164.0,1666.0
495,2818.0,4401.0,258.0,351.0,3097.0,1612.0
496,2816.0,4399.0,256.0,355.0,3091.0,1633.0
497,2828.0,4401.0,258.0,359.0,3100.0,1640.0
498,2828.0,4401.0,258.0,359.0,3100.0,1640.0
499,2797.0,4399.0,251.0,375.0,3102.0,1624.0
500,2811.0,4401.0,252.0,388.0,3102.0,1615.0
501,2808.0,4402.0,251.0,410.0,3111.0,1629.0
502,2808.0,4402.0,251.0,410.0,3111.0,1629.0
503,2784.0,4401.0,250.0,415.0,3143.0,1621.0
504,2774.0,4399.0,255.0,425.0,3185.0,1602.0
505,2783.0,4401.0,250.0,433.0,3191.0,1618.0
506,2783.0,4401.0,250.0,433.0,3191.0,1618.0
507,2773.0,4398.0,253.0,455.0,3213.0,1671.0
508,2783.0,4398.0,250.0,469.0,3230.0,1676.0
509,2771.0,4397.0,250.0,478.0,3229.0,1710.0
510,2776.0,4402.0,252.0,487.0,3245.0,1711.0
511,2776.0,4402.0,252.0,487.0,3245.0,1711.0
512,2832.0,4397.0,253.0,507.0,3260.0,1712.0
513,2832.0,4397.0,253.0,507.0,3260.0,1712.0
514,2842.0,4403.0,249.0,506.0,3328.0,1758.0
515,2862.0,4401.0,250.0,497.0,3377.0,1821.0
516,2829.0,4401.0,246.0,499.0,3495.0,1820.0
517,2860.0,4402.0,247.0,499.0,3510.0,1835.0
518,2903.0,4401.0,249.0,489.0,3511.0,1837.0
519,2903.0,4401.0,249.0,489.0,3511.0,1837.0
520,2920.0,4401.0,250.0,471.0,3518.0,1872.0
521,2939.0,4400.0,250.0,470.0,3561.0,1875.0
522,2931.0,4399.0,250.0,469.0,3639.0,1919.0
523,2931.0,4399.0,250.0,469.0,3639.0,1919.0
524,2918.0,4401.0,245.0,462.0,3778.0,2048.0
525,2918.0,4401.0,245.0,462.0,3778.0,2048.0
526,3067.0,4399.0,241.0,456.0,3896.0,2100.0
527,3140.0,4402.0,242.0,453.0,3984.0,2136.0
528,3160.0,4400.0,239.0,462.0,4032.0,2180.0
529,3160.0,4400.0,239.0,462.0,4032.0,2180.0
530,3160.0,4400.0,239.0,462.0,4032.0,2180.0
531,3189.0,4400.0,240.0,495.0,4117.0,2260.0
532,3189.0,4400.0,240.0,495.0,4117.0,2260.0
533,3187.0,4401.0,243.0,512.0,4151.0,2364.0
534,3151.0,4401.0,244.0,519.0,4192.0,2471.0
535,3166.0,4402.0,244.0,511.0,4155.0,2524.0
536,3223.0,4401.0,244.0,509.0,4100.0,2608.0
537,3268.0,4401.0,244.0,519.0,4075.0,2701.0
538,3330.0,4401.0,243.0,528.0,4032.0,2794.0
539,3421.0,4401.0,249.0,539.0,4045.0,2824.0
540,3460.0,4401.0,252.0,546.0,4108.0,2848.0
541,3460.0,4401.0,252.0,546.0,4108.0,2848.0
542,3519.0,4403.0,247.0,555.0,4169.0,2921.0
543,3519.0,4403.0,247.0,555.0,4169.0,2921.0
544,3591.0,4401.0,248.0,561.0,4129.0,3017.0
545,3606.0,4400.0,245.0,571.0,4141.0,3054.0
546,3613.0,4400.0,250.0,579.0,4180.0,3083.0
547,3632.0,4399.0,254.0,588.0,4199.0,3101.0
548,3629.0,4399.0,253.0,595.0,4216.0,3156.0
549,3594.0,4401.0,251.0,600.0,4225.0,3212.0
550,3507.0,4399.0,254.0,612.0,4168.0,3216.0
551,3507.0,4399.0,254.0,612.0,4168.0,3216.0
552,3476.0,4401.0,256.0,633.0,4159.0,3162.0
553,3488.0,4400.0,253.0,644.0,4141.0,3207.0
554,3523.0,4399.0,252.0,657.0,4122.0,3225.0
555,3523.0,4399.0,252.0,657.0,4122.0,3225.0
556,3572.0,4400.0,251.0,659.0,4106.0,3226.0
557,3632.0,4400.0,245.0,660.0,4052.0,3269.0
558,3632.0,4400.0,245.0,660.0,4052.0,3269.0
559,3637.0,4399.0,248.0,698.0,4045.0,3316.0
560,3637.0,4399.0,248.0,698.0,4045.0,3316.0
561,3614.0,4399.0,250.0,708.0,4059.0,3357.0
562,3591.0,4399.0,253.0,720.0,4077.0,3391.0
563,3591.0,4399.0,253.0,720.0,4077.0,3391.0
564,3604.0,4399.0,250.0,737.0,4017.0,3404.0
565,3606.0,4398.0,250.0,730.0,4009.0,3421.0
566,3613.0,4400.0,255.0,726.0,4018.0,3430.0
567,3613.0,4400.0,255.0,726.0,4018.0,3430.0
568,3611.0,4397.0,258.0,731.0,4052.0,3384.0
569,3581.0,4398.0,255.0,749.0,4017.0,3405.0
570,3601.0,4400.0,253.0,766.0,4011.0,3409.0
571,3601.0,4400.0,253.0,766.0,4011.0,3409.0
572,3605.0,4398.0,247.0,798.0,4068.0,3441.0
573,3589.0,4399.0,254.0,805.0,4043.0,3423.0
574,3652.0,4398.0,256.0,813.0,3986.0,3464.0
575,3658.0,4398.0,254.0,818.0,3950.0,3513.0
576,3681.0,4398.0,256.0,822.0,3855.0,3528.0
577,3687.0,4399.0,255.0,820.0,3817.0,3547.0
578,3687.0,4399.0,255.0,820.0,3817.0,3547.0
579,3686.0,4399.0,254.0,827.0,3800.0,3543.0
580,3701.0,4399.0,255.0,835.0,3817.0,3530.0
581,3696.0,4398.0,252.0,845.0,3832.0,3549.0
582,3696.0,4399.0,256.0,842.0,3820.0,3551.0
583,3696.0,4399.0,256.0,842.0,3820.0,3551.0
584,3709.0,4397.0,260.0,815.0,3813.0,3602.0
585,3704.0,4398.0,259.0,804.0,3792.0,3611.0
586,3716.0,4397.0,262.0,793.0,3762.0,3616.0
587,3703.0,4400.0,263.0,803.0,3757.0,3628.0
588,3697.0,4400.0,264.0,812.0,3744.0,3633.0
589,3702.0,4398.0,259.0,816.0,3749.0,3641.0
590,3659.0,4399.0,258.0,821.0,3753.0,3631.0
591,3659.0,4399.0,258.0,821.0,3753.0,3631.0
592,3631.0,4399.0,252.0,791.0,3790.0,3583.0
593,3635.0,4399.0,252.0,779.0,3812.0,3584.0
594,3657.0,4400.0,255.0,779.0,3832.0,3586.0
595,3657.0,4400.0,255.0,779.0,3832.0,3586.0
596,3657.0,4400.0,255.0,779.0,3832.0,3586.0
597,3603.0,4398.0,259.0,802.0,3876.0,3524.0
598,3603.0,4398.0,259.0,802.0,3876.0,3524.0
599,3614.0,4399.0,263.0,803.0,3907.0,3468.0
600,3615.0,4399.0,264.0,811.0,3934.0,3404.0
601,3615.0,4399.0,264.0,811.0,3934.0,3404.0
602,3604.0,4399.0,261.0,811.0,3977.0,3345.0
603,3587.0,4399.0,263.0,832.0,3968.0,3333.0
604,3606.0,4401.0,264.0,838.0,3966.0,3320.0
605,3598.0,4402.0,262.0,851.0,3973.0,3331.0
606,3598.0,4402.0,262.0,851.0,3973.0,3331.0
607,3598.0,4402.0,262.0,851.0,3973.0,3331.0
608,3522.0,4401.0,262.0,886.0,3967.0,3284.0
609,3536.0,4401.0,264.0,874.0,3988.0,3276.0
610,3539.0,4400.0,266.0,876.0,4010.0,3291.0
611,3548.0,4399.0,264.0,883.0,3974.0,3294.0
612,3552.0,4399.0,268.0,879.0,3957.0,3302.0
613,3552.0,4399.0,268.0,879.0,3957.0,3302.0
614,3545.0,4399.0,263.0,873.0,3994.0,3274.0
615,3522.0,4400.0,265.0,876.0,3991.0,3306.0
616,3523.0,4398.0,260.0,891.0,3985.0,3337.0
617,3520.0,4399.0,261.0,904.0,3936.0,3337.0
618,3520.0,4399.0,261.0,904.0,3936.0,3337.0
619,3519.0,4400.0,267.0,910.0,3912.0,3295.0
620,3519.0,4400.0,267.0,910.0,3912.0,3295.0
621,3519.0,4399.0,266.0,908.0,3940.0,3241.0
622,3519.0,4399.0,266.0,908.0,3940.0,3241.0
623,3555.0,4398.0,262.0,909.0,3950.0,3217.0
624,3560.0,4399.0,266.0,899.0,3936.0,3202.0
625,3586.0,4399.0,266.0,904.0,3874.0,3220.0
626,3583.0,4397.0,265.0,929.0,3824.0,3248.0
627,3585.0,4397.0,262.0,939.0,3839.0,3254.0
628,3586.0,4397.0,261.0,942.0,3874.0,3206.0
629,3586.0,4397.0,261.0,942.0,3874.0,3206.0
630,3587.0,4398.0,259.0,931.0,3911.0,3206.0
631,3587.0,4398.0,259.0,915.0,3966.0,3180.0
632,3586.0,4398.0,259.0,908.0,4000.0,3172.0
633,3563.0,4398.0,256.0,937.0,3980.0,3168.0
634,3597.0,4399.0,263.0,966.0,3971.0,3156.0
635,3568.0,4398.0,261.0,964.0,4014.0,3137.0
636,3568.0,4398.0,261.0,964.0,4014.0,3137.0
637,3481.0,4398.0,258.0,939.0,4103.0,3129.0
638,3481.0,4398.0,258.0,939.0,4103.0,3129.0
639,3451.0,4398.0,262.0,918.0,4058.0,3129.0
640,3461.0,4400.0,260.0,925.0,4012.0,3124.0
641,3502.0,4399.0,261.0,929.0,3968.0,3126.0
642,3546.0,4398.0,264.0,938.0,3903.0,3124.0
643,3568.0,4398.0,263.0,977.0,3882.0,3108.0
644,3557.0,4399.0,261.0,1009.0,3876.0,3088.0
645,3557.0,4399.0,261.0,1009.0,3876.0,3088.0
646,3557.0,4399.0,261.0,1009.0,3876.0,3088.0
647,3547.0,4399.0,256.0,1008.0,4093.0,3189.0
648,3547.0,4399.0,256.0,1008.0,4093.0,3189.0
649,3545.0,4400.0,254.0,1039.0,4198.0,3190.0
650,3506.0,4399.0,254.0,1047.0,4232.0,3193.0
651,3554.0,4396.0,255.0,1072.0,4255.0,3192.0
652,3484.0,4399.0,258.0,1108.0,4259.0,3190.0
653,3558.0,4399.0,255.0,1102.0,4234.0,3191.0
654,3571.0,4398.0,257.0,1097.0,4263.0,3192.0
655,3615.0,4397.0,255.0,1113.0,4316.0,3217.0
656,3615.0,4397.0,255.0,1113.0,4316.0,3217.0
657,3610.0,4399.0,258.0,1109.0,4391.0,3245.0
658,3610.0,4399.0,258.0,1109.0,4391.0,3245.0
659,3658.0,4398.0,258.0,1055.0,4329.0,3285.0
660,3740.0,4398.0,255.0,1053.0,4357.0,3280.0
661,3740.0,4397.0,262.0,1067.0,4383.0,3279.0
662,3735.0,4397.0,264.0,1025.0,4417.0,3278.0
663,3755.0,4399.0,270.0,1009.0,4454.0,3275.0
664,3719.0,4398.0,270.0,995.0,4501.0,3271.0
665,3719.0,4398.0,270.0,995.0,4501.0,3271.0
666,3735.0,4398.0,267.0,1002.0,4486.0,3271.0
667,3737.0,4397.0,262.0,1008.0,4448.0,3286.0
668,3692.0,4399.0,255.0,997.0,4430.0,3307.0
669,3620.0,4398.0,258.0,999.0,4381.0,3315.0
670,3592.0,4399.0,264.0,982.0,4360.0,3336.0
671,3666.0,4398.0,266.0,938.0,4272.0,3390.0
672,3629.0,4399.0,265.0,903.0,4298.0,3385.0
673,3629.0,4399.0,265.0,903.0,4298.0,3385.0
674,3682.0,4396.0,262.0,886.0,4275.0,3415.0
675,3682.0,4396.0,262.0,886.0,4275.0,3415.0
676,3687.0,4398.0,261.0,858.0,4216.0,3433.0
677,3687.0,4398.0,261.0,858.0,4216.0,3433.0
678,3662.0,4398.0,261.0,851.0,4191.0,3416.0
679,3676.0,4397.0,264.0,809.0,4123.0,3418.0
680,3690.0,4397.0,262.0,806.0,4012.0,3486.0
681,3690.0,4397.0,262.0,806.0,4012.0,3486.0
682,3682.0,4399.0,266.0,835.0,4160.0,3509.0
683,3719.0,4400.0,267.0,839.0,4281.0,3484.0
684,3692.0,4398.0,265.0,846.0,4271.0,3475.0
685,3692.0,4398.0,265.0,846.0,4271.0,3475.0
686,3658.0,4398.0,264.0,850.0,4302.0,3465.0
687,3695.0,4399.0,261.0,860.0,4290.0,3479.0
688,3637.0,4399.0,266.0,832.0,4283.0,3407.0
689,3673.0,4400.0,270.0,793.0,4243.0,3390.0
690,3680.0,4397.0,267.0,764.0,4230.0,3383.0
691,3704.0,4399.0,268.0,738.0,4222.0,3398.0
692,3729.0,4399.0,270.0,716.0,4144.0,3425.0
693,3710.0,4400.0,267.0,721.0,4116.0,3447.0
694,3773.0,4399.0,261.0,735.0,4173.0,3483.0
695,3814.0,4398.0,258.0,767.0,4145.0,3539.0
696,3814.0,4398.0,258.0,767.0,4145.0,3539.0
697,3873.0,4397.0,259.0,797.0,4139.0,3575.0
698,3716.0,4398.0,254.0,814.0,4189.0,3565.0
699,3714.0,4398.0,249.0,808.0,4192.0,3525.0
700,3704.0,4398.0,254.0,792.0,4172.0,3461.0
701,3694.0,4399.0,253.0,781.0,4159.0,3433.0
702,3729.0,4398.0,257.0,768.0,4108.0,3449.0
703,3729.0,4398.0,257.0,768.0,4108.0,3449.0
704,3733.0,4398.0,260.0,748.0,4070.0,3443.0
705,3716.0,4397.0,257.0,706.0,4045.0,3357.0
706,3656.0,4398.0,258.0,698.0,3901.0,3335.0
707,3579.0,4398.0,262.0,713.0,3804.0,3320.0
708,3579.0,4398.0,262.0,713.0,3804.0,3320.0
709,3553.0,4397.0,260.0,713.0,3731.0,3218.0
710,3580.0,4397.0,259.0,719.0,3676.0,3153.0
711,3573.0,4396.0,260.0,727.0,3640.0,3137.0
712,3573.0,4396.0,260.0,727.0,3640.0,3137.0
713,3547.0,4398.0,260.0,705.0,3640.0,3110.0
714,3566.0,4397.0,258.0,695.0,3625.0,3083.0
715,3566.0,4397.0,258.0,695.0,3625.0,3083.0
716,3611.0,4397.0,253.0,696.0,3614.0,3040.0
717,3589.0,4398.0,253.0,685.0,3596.0,2978.0
718,3589.0,4398.0,253.0,685.0,3596.0,2978.0
719,3628.0,4399.0,251.0,652.0,3555.0,2883.0
720,3609.0,4398.0,255.0,645.0,3498.0,2831.0
721,3610.0,4396.0,259.0,656.0,3515.0,2845.0
722,3610.0,4396.0,259.0,656.0,3515.0,2845.0
723,3593.0,4397.0,261.0,667.0,3518.0,2828.0
724,3581.0,4399.0,260.0,704.0,3427.0,2780.0
725,3556.0,4398.0,262.0,711.0,3419.0,2737.0
726,3556.0,4398.0,262.0,711.0,3419.0,2737.0
727,3551.0,4397.0,261.0,696.0,3404.0,2644.0
728,3487.0,4397.0,262.0,709.0,3386.0,2626.0
729,3461.0,4398.0,263.0,708.0,3348.0,2565.0
730,3461.0,4398.0,263.0,708.0,3348.0,2565.0
731,3547.0,4397.0,261.0,668.0,3207.0,2327.0
732,3575.0,4399.0,259.0,648.0,3171.0,2257.0
733,3575.0,4399.0,259.0,648.0,3171.0,2257.0
734,3466.0,4398.0,264.0,688.0,3167.0,2268.0
735,3466.0,4398.0,264.0,688.0,3167.0,2268.0
736,3403.0,4396.0,265.0,717.0,3146.0,2247.0
737,3393.0,4397.0,263.0,714.0,3107.0,2247.0
738,3337.0,4397.0,261.0,704.0,3079.0,2261.0
739,3303.0,4398.0,263.0,661.0,3035.0,2203.0
740,2957.0,4396.0,261.0,684.0,3192.0,1970.0
741,2957.0,4396.0,261.0,684.0,3192.0,1970.0
742,2781.0,4398.0,259.0,749.0,3130.0,1877.0
743,2680.0,4399.0,261.0,730.0,3090.0,1791.0
744,2680.0,4399.0,261.0,730.0,3090.0,1791.0
745,2682.0,4397.0,260.0,718.0,3090.0,1736.0
746,2712.0,4397.0,261.0,723.0,3086.0,1691.0
747,2715.0,4397.0,262.0,768.0,3077.0,1626.0
748,2624.0,4398.0,263.0,790.0,3067.0,1626.0
749,2554.0,4398.0,264.0,816.0,3067.0,1629.0
750,2524.0,4396.0,263.0,833.0,3028.0,1641.0
751,2554.0,4397.0,263.0,841.0,2989.0,1686.0
752,2555.0,4398.0,259.0,844.0,3008.0,1727.0
753,2453.0,4397.0,262.0,848.0,3032.0,1728.0
754,2453.0,4397.0,262.0,848.0,3032.0,1728.0
755,2324.0,4397.0,264.0,882.0,3055.0,1694.0
756,2324.0,4397.0,264.0,882.0,3055.0,1694.0
757,2307.0,4398.0,262.0,872.0,3058.0,1665.0
758,2336.0,4397.0,260.0,871.0,3059.0,1638.0
759,2285.0,4398.0,257.0,856.0,3042.0,1642.0
760,2285.0,4398.0,257.0,856.0,3042.0,1642.0
761,2338.0,4397.0,259.0,830.0,2978.0,1658.0
762,2345.0,4398.0,260.0,835.0,2937.0,1660.0
763,2319.0,4396.0,262.0,861.0,2930.0,1699.0
764,2319.0,4396.0,262.0,861.0,2930.0,1699.0
765,2319.0,4397.0,259.0,893.0,2866.0,1692.0
766,2333.0,4398.0,247.0,916.0,2805.0,1680.0
767,2336.0,4400.0,249.0,929.0,2778.0,1638.0
768,2342.0,4397.0,258.0,909.0,2751.0,1622.0
769,2337.0,4396.0,251.0,912.0,2742.0,1622.0
770,2379.0,4398.0,250.0,922.0,2707.0,1623.0
771,2364.0,4398.0,254.0,931.0,2730.0,1624.0
772,2364.0,4398.0,254.0,931.0,2730.0,1624.0
773,2365.0,4399.0,252.0,925.0,2849.0,1596.0
774,2392.0,4397.0,253.0,928.0,2836.0,1610.0
775,2441.0,4398.0,251.0,918.0,2822.0,1626.0
776,2479.0,4399.0,257.0,892.0,2813.0,1627.0
777,2479.0,4399.0,257.0,892.0,2813.0,1627.0
778,2479.0,4399.0,257.0,892.0,2813.0,1627.0
779,2510.0,4397.0,255.0,832.0,2786.0,1624.0
780,2556.0,4396.0,256.0,788.0,2776.0,1621.0
781,2556.0,4396.0,256.0,788.0,2776.0,1621.0
782,2577.0,4396.0,259.0,778.0,2778.0,1620.0
783,2561.0,4398.0,257.0,786.0,2778.0,1611.0
784,2561.0,4398.0,257.0,786.0,2778.0,1611.0
785,2552.0,4399.0,251.0,800.0,2769.0,1610.0
786,2544.0,4399.0,250.0,795.0,2763.0,1599.0
787,2551.0,4397.0,252.0,771.0,2796.0,1582.0
788,2599.0,4398.0,253.0,723.0,2830.0,1599.0
789,2558.0,4399.0,255.0,721.0,2863.0,1609.0
790,2564.0,4399.0,256.0,744.0,2869.0,1588.0
791,2582.0,4398.0,258.0,735.0,2868.0,1556.0
792,2582.0,4398.0,258.0,735.0,2868.0,1556.0
793,2656.0,4398.0,261.0,708.0,2815.0,1552.0
794,2678.0,4399.0,257.0,711.0,2810.0,1554.0
795,2678.0,4399.0,257.0,711.0,2810.0,1554.0
796,2720.0,4397.0,257.0,668.0,2841.0,1593.0
797,2695.0,4396.0,259.0,647.0,2861.0,1617.0
798,2695.0,4396.0,259.0,647.0,2861.0,1617.0
799,2757.0,4399.0,260.0,616.0,2838.0,1575.0
800,2776.0,4399.0,257.0,626.0,2858.0,1575.0
801,2775.0,4398.0,258.0,631.0,2888.0,1606.0
802,2758.0,4398.0,258.0,617.0,2921.0,1668.0
803,2758.0,4398.0,258.0,617.0,2921.0,1668.0
804,2721.0,4399.0,259.0,614.0,3039.0,1670.0
805,2721.0,4399.0,259.0,614.0,3039.0,1670.0
806,2738.0,4399.0,256.0,655.0,3010.0,1670.0
807,2792.0,4398.0,256.0,668.0,2968.0,1679.0
808,2770.0,4398.0,253.0,685.0,2944.0,1677.0
809,2770.0,4398.0,253.0,685.0,2944.0,1677.0
810,2714.0,4398.0,248.0,681.0,2915.0,1676.0
811,2739.0,4397.0,255.0,668.0,3019.0,1679.0
812,2653.0,4398.0,256.0,648.0,3118.0,1703.0
813,2596.0,4397.0,258.0,632.0,3119.0,1672.0
814,2596.0,4397.0,258.0,632.0,3119.0,1672.0
815,2679.0,4398.0,250.0,562.0,2983.0,1634.0
816,2772.0,4399.0,248.0,530.0,2986.0,1671.0
817,2809.0,4398.0,248.0,463.0,3025.0,1747.0
818,2809.0,4398.0,248.0,463.0,3025.0,1747.0
819,2822.0,4397.0,258.0,464.0,3047.0,1806.0
820,2835.0,4398.0,254.0,475.0,3061.0,1859.0
821,2835.0,4398.0,254.0,475.0,3061.0,1859.0
822,2868.0,4398.0,252.0,485.0,3066.0,1914.0
823,3030.0,4398.0,260.0,487.0,2993.0,2075.0
824,3128.0,4396.0,258.0,458.0,3079.0,2105.0
825,3262.0,4399.0,261.0,445.0,3033.0,2167.0
826,3272.0,4399.0,260.0,425.0,3025.0,2209.0
827,3311.0,4399.0,258.0,403.0,3032.0,2277.0
828,3302.0,4399.0,259.0,411.0,3029.0,2339.0
829,3260.0,4400.0,257.0,389.0,3032.0,2384.0
830,3260.0,4400.0,257.0,389.0,3032.0,2384.0
831,3200.0,4398.0,256.0,449.0,2985.0,2476.0
832,3200.0,4398.0,256.0,449.0,2985.0,2476.0
833,3200.0,4398.0,256.0,449.0,2985.0,2476.0
834,3200.0,4398.0,256.0,449.0,2985.0,2476.0
835,3327.0,4398.0,259.0,465.0,3018.0,2584.0
836,3376.0,4398.0,257.0,468.0,3099.0,2609.0
837,3376.0,4398.0,257.0,468.0,3099.0,2609.0
838,3399.0,4400.0,261.0,493.0,3213.0,2624.0
839,3431.0,4399.0,258.0,495.0,3247.0,2643.0
840,3446.0,4398.0,259.0,481.0,3220.0,2673.0
841,3474.0,4398.0,258.0,458.0,3217.0,2661.0
842,3485.0,4399.0,261.0,446.0,3220.0,2698.0
843,3485.0,4399.0,261.0,446.0,3220.0,2698.0
844,3500.0,4398.0,261.0,423.0,3216.0,2880.0
845,3500.0,4398.0,261.0,423.0,3216.0,2880.0
846,3525.0,4399.0,262.0,412.0,3270.0,2942.0
847,3453.0,4398.0,262.0,419.0,3318.0,2912.0
848,3453.0,4398.0,262.0,419.0,3318.0,2912.0
849,3453.0,4398.0,262.0,419.0,3318.0,2912.0
850,3365.0,4399.0,261.0,406.0,3326.0,3003.0
851,3398.0,4399.0,259.0,386.0,3330.0,3001.0
852,3398.0,4399.0,259.0,386.0,3330.0,3001.0
853,3433.0,4399.0,260.0,361.0,3332.0,2975.0
854,3450.0,4396.0,270.0,344.0,3329.0,2972.0
855,3448.0,4398.0,266.0,326.0,3329.0,2977.0
856,3478.0,4398.0,262.0,302.0,3342.0,3000.0
857,3487.0,4399.0,266.0,269.0,3349.0,3075.0
858,3475.0,4400.0,261.0,238.0,3337.0,3150.0
859,3495.0,4398.0,256.0,214.0,3304.0,3246.0
860,3495.0,4398.0,256.0,214.0,3304.0,3246.0
861,3576.0,4400.0,260.0,198.0,3320.0,3344.0
862,3586.0,4399.0,260.0,167.0,3296.0,3377.0
863,3583.0,4399.0,261.0,154.0,3295.0,3407.0
864,3583.0,4400.0,260.0,135.0,3307.0,3405.0
865,3594.0,4399.0,261.0,114.0,3315.0,3417.0
866,3600.0,4398.0,260.0,95.0,3317.0,3435.0
867,3600.0,4398.0,260.0,95.0,3317.0,3435.0
868,3587.0,4399.0,264.0,89.0,3351.0,3464.0
869,3552.0,4397.0,264.0,90.0,3356.0,3497.0
870,3552.0,4397.0,264.0,90.0,3356.0,3497.0
871,3526.0,4399.0,259.0,89.0,3343.0,3470.0
872,3526.0,4399.0,259.0,89.0,3343.0,3470.0
873,3526.0,4399.0,259.0,89.0,3343.0,3470.0
874,3393.0,4398.0,261.0,93.0,3399.0,3447.0
875,3396.0,4397.0,264.0,97.0,3391.0,3446.0
876,3396.0,4397.0,264.0,97.0,3391.0,3446.0
877,3400.0,4398.0,263.0,110.0,3376.0,3437.0
878,3382.0,4399.0,267.0,126.0,3336.0,3438.0
879,3382.0,4399.0,267.0,126.0,3336.0,3438.0
880,3392.0,4397.0,266.0,128.0,3309.0,3448.0
881,3395.0,4398.0,265.0,128.0,3315.0,3441.0
882,3418.0,4397.0,264.0,133.0,3287.0,3433.0
883,3457.0,4397.0,266.0,148.0,3282.0,3436.0
884,3484.0,4397.0,264.0,158.0,3279.0,3432.0
885,3484.0,4397.0,264.0,158.0,3279.0,3432.0
886,3500.0,4397.0,271.0,170.0,3283.0,3436.0
887,3500.0,4397.0,271.0,170.0,3283.0,3436.0
888,3517.0,4398.0,269.0,200.0,3303.0,3439.0
889,3464.0,4396.0,265.0,208.0,3320.0,3426.0
890,3426.0,4399.0,265.0,218.0,3332.0,3413.0
891,3426.0,4399.0,265.0,218.0,3332.0,3413.0
892,3393.0,4397.0,261.0,233.0,3355.0,3399.0
893,3377.0,4398.0,259.0,235.0,3326.0,3381.0
894,3395.0,4397.0,261.0,236.0,3324.0,3381.0
895,3388.0,4397.0,258.0,235.0,3308.0,3389.0
896,3388.0,4397.0,258.0,235.0,3308.0,3389.0
897,3416.0,4398.0,259.0,254.0,3283.0,3408.0
898,3388.0,4397.0,261.0,261.0,3288.0,3391.0
899,3384.0,4398.0,260.0,276.0,3283.0,3360.0
900,3395.0,4397.0,259.0,275.0,3283.0,3327.0
901,3405.0,4399.0,267.0,276.0,3272.0,3307.0
902,3405.0,4399.0,267.0,276.0,3272.0,3307.0
903,3420.0,4396.0,257.0,319.0,3265.0,3306.0
904,3409.0,4398.0,264.0,323.0,3256.0,3304.0
905,3417.0,4399.0,266.0,339.0,3246.0,3302.0
906,3423.0,4397.0,264.0,353.0,3250.0,3308.0
907,3455.0,4397.0,262.0,381.0,3260.0,3307.0
908,3471.0,4397.0,261.0,403.0,3271.0,3286.0
909,3471.0,4397.0,261.0,403.0,3271.0,3286.0
910,3465.0,4397.0,260.0,407.0,3266.0,3291.0
911,3454.0,4397.0,273.0,419.0,3282.0,3283.0
912,3413.0,4397.0,266.0,445.0,3290.0,3287.0
913,3448.0,4396.0,265.0,468.0,3294.0,3297.0
914,3448.0,4396.0,265.0,468.0,3294.0,3297.0
915,3437.0,4396.0,266.0,471.0,3293.0,3284.0
916,3437.0,4396.0,266.0,471.0,3293.0,3284.0
917,3372.0,4397.0,273.0,490.0,3301.0,3269.0
918,3487.0,4396.0,275.0,461.0,3268.0,3287.0
919,3527.0,4396.0,272.0,453.0,3284.0,3309.0
