,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_atlanta
322,156.0,19.0,19.0,11.0,152.0,123.0,2.0,21.0,22.0,20.0
323,168.0,21.0,21.0,10.0,154.0,146.0,2.0,21.0,30.0,19.0
324,168.0,21.0,21.0,10.0,154.0,146.0,2.0,21.0,30.0,19.0
325,179.0,18.0,11.0,14.0,183.0,174.0,5.0,6.0,37.0,11.0
326,179.0,18.0,11.0,14.0,183.0,174.0,5.0,6.0,37.0,11.0
327,174.0,11.0,7.0,21.0,179.0,187.0,6.0,30.0,33.0,9.0
328,174.0,11.0,7.0,21.0,179.0,187.0,6.0,30.0,33.0,9.0
329,177.0,14.0,0.0,23.0,168.0,200.0,6.0,23.0,39.0,11.0
330,177.0,14.0,0.0,23.0,168.0,200.0,6.0,23.0,39.0,11.0
331,208.0,13.0,0.0,20.0,44.0,210.0,4.0,16.0,65.0,12.0
332,208.0,13.0,0.0,20.0,44.0,210.0,4.0,16.0,65.0,12.0
333,189.0,13.0,0.0,27.0,42.0,210.0,3.0,20.0,78.0,11.0
334,189.0,13.0,0.0,27.0,42.0,210.0,3.0,20.0,78.0,11.0
335,189.0,14.0,0.0,29.0,45.0,305.0,2.0,20.0,99.0,11.0
336,189.0,14.0,0.0,29.0,45.0,305.0,2.0,20.0,99.0,11.0
337,171.0,7.0,0.0,24.0,63.0,297.0,4.0,15.0,127.0,9.0
338,171.0,7.0,0.0,24.0,63.0,297.0,4.0,15.0,127.0,9.0
339,148.0,8.0,0.0,16.0,54.0,265.0,3.0,15.0,138.0,4.0
340,148.0,8.0,0.0,16.0,54.0,265.0,3.0,15.0,138.0,4.0
341,168.0,11.0,12.0,6.0,38.0,264.0,1.0,6.0,134.0,3.0
342,168.0,11.0,12.0,6.0,38.0,264.0,1.0,6.0,134.0,3.0
343,147.0,11.0,9.0,8.0,29.0,305.0,1.0,6.0,125.0,9.0
344,147.0,11.0,9.0,8.0,29.0,305.0,1.0,6.0,125.0,9.0
345,100.0,11.0,6.0,9.0,20.0,334.0,1.0,9.0,196.0,11.0
346,100.0,11.0,6.0,9.0,20.0,334.0,1.0,9.0,196.0,11.0
347,85.0,8.0,0.0,9.0,20.0,340.0,1.0,9.0,138.0,10.0
348,85.0,8.0,0.0,9.0,20.0,340.0,1.0,9.0,138.0,10.0
349,63.0,11.0,4.0,5.0,15.0,326.0,2.0,0.0,76.0,6.0
350,63.0,11.0,4.0,5.0,15.0,326.0,2.0,0.0,76.0,6.0
351,47.0,23.0,31.0,6.0,11.0,367.0,2.0,0.0,121.0,5.0
352,47.0,23.0,31.0,6.0,11.0,367.0,2.0,0.0,121.0,5.0
353,25.0,17.0,31.0,8.0,20.0,447.0,0.0,0.0,137.0,4.0
354,25.0,17.0,31.0,8.0,20.0,447.0,0.0,0.0,137.0,4.0
355,39.0,40.0,41.0,9.0,20.0,472.0,1.0,0.0,118.0,4.0
356,39.0,40.0,41.0,9.0,20.0,472.0,1.0,0.0,118.0,4.0
357,60.0,34.0,41.0,0.0,19.0,448.0,1.0,0.0,131.0,11.0
358,60.0,34.0,41.0,0.0,19.0,448.0,1.0,0.0,131.0,11.0
359,64.0,29.0,0.0,6.0,18.0,406.0,0.0,0.0,219.0,18.0
360,64.0,29.0,0.0,6.0,18.0,406.0,0.0,0.0,219.0,18.0
361,61.0,0.0,0.0,4.0,18.0,480.0,0.0,0.0,36.0,19.0
362,61.0,0.0,0.0,4.0,18.0,480.0,0.0,0.0,36.0,19.0
363,37.0,0.0,0.0,3.0,11.0,653.0,1.0,1.0,42.0,7.0
364,37.0,0.0,0.0,3.0,11.0,653.0,1.0,1.0,42.0,7.0
365,34.0,13.0,0.0,4.0,10.0,568.0,1.0,4.0,61.0,7.0
366,34.0,13.0,0.0,4.0,10.0,568.0,1.0,4.0,61.0,7.0
367,43.0,31.0,0.0,4.0,12.0,326.0,6.0,4.0,92.0,9.0
368,43.0,31.0,0.0,4.0,12.0,326.0,6.0,4.0,92.0,9.0
369,49.0,41.0,0.0,4.0,14.0,249.0,6.0,20.0,93.0,18.0
370,49.0,41.0,0.0,4.0,14.0,249.0,6.0,20.0,93.0,18.0
371,62.0,52.0,0.0,28.0,29.0,301.0,0.0,23.0,84.0,15.0
372,62.0,52.0,0.0,28.0,29.0,301.0,0.0,23.0,84.0,15.0
373,114.0,19.0,0.0,29.0,26.0,476.0,0.0,17.0,127.0,14.0
374,114.0,19.0,0.0,29.0,26.0,476.0,0.0,17.0,127.0,14.0
375,105.0,29.0,0.0,23.0,23.0,272.0,0.0,11.0,131.0,27.0
376,105.0,29.0,0.0,23.0,23.0,272.0,0.0,11.0,131.0,27.0
377,92.0,50.0,0.0,15.0,14.0,192.0,4.0,0.0,126.0,28.0
378,92.0,50.0,0.0,15.0,14.0,192.0,4.0,0.0,126.0,28.0
379,79.0,60.0,0.0,16.0,5.0,45.0,3.0,0.0,11.0,17.0
380,79.0,60.0,0.0,16.0,5.0,45.0,3.0,0.0,11.0,17.0
381,85.0,63.0,0.0,13.0,3.0,62.0,2.0,4.0,13.0,11.0
382,85.0,63.0,0.0,13.0,3.0,62.0,2.0,4.0,13.0,11.0
383,59.0,44.0,0.0,10.0,7.0,59.0,5.0,12.0,14.0,22.0
384,59.0,44.0,0.0,10.0,7.0,59.0,5.0,12.0,14.0,22.0
385,72.0,44.0,0.0,6.0,7.0,42.0,8.0,11.0,15.0,17.0
386,72.0,44.0,0.0,6.0,7.0,42.0,8.0,11.0,15.0,17.0
387,86.0,32.0,0.0,5.0,8.0,37.0,5.0,13.0,15.0,4.0
388,86.0,32.0,0.0,5.0,8.0,37.0,5.0,13.0,15.0,4.0
389,100.0,14.0,0.0,6.0,10.0,29.0,4.0,18.0,20.0,8.0
390,100.0,14.0,0.0,6.0,10.0,29.0,4.0,18.0,20.0,8.0
391,116.0,14.0,0.0,8.0,10.0,27.0,0.0,15.0,32.0,11.0
392,116.0,14.0,0.0,8.0,10.0,27.0,0.0,15.0,32.0,11.0
393,106.0,10.0,0.0,5.0,12.0,29.0,1.0,12.0,37.0,12.0
394,106.0,10.0,0.0,5.0,12.0,29.0,1.0,12.0,37.0,12.0
395,93.0,11.0,0.0,3.0,11.0,35.0,2.0,38.0,29.0,11.0
396,93.0,11.0,0.0,3.0,11.0,35.0,2.0,38.0,29.0,11.0
397,94.0,10.0,0.0,5.0,11.0,40.0,1.0,52.0,11.0,16.0
398,94.0,10.0,0.0,5.0,11.0,40.0,1.0,52.0,11.0,16.0
399,97.0,11.0,0.0,12.0,14.0,37.0,1.0,33.0,12.0,21.0
400,97.0,11.0,0.0,12.0,14.0,37.0,1.0,33.0,12.0,21.0
401,79.0,15.0,10.0,12.0,14.0,32.0,2.0,15.0,15.0,17.0
402,79.0,15.0,10.0,12.0,14.0,32.0,2.0,15.0,15.0,17.0
403,75.0,19.0,10.0,15.0,17.0,31.0,2.0,14.0,11.0,15.0
404,75.0,19.0,10.0,15.0,17.0,31.0,2.0,14.0,11.0,15.0
405,60.0,26.0,0.0,18.0,14.0,22.0,3.0,11.0,11.0,8.0
406,60.0,26.0,0.0,18.0,14.0,22.0,3.0,11.0,11.0,8.0
407,47.0,30.0,0.0,23.0,15.0,33.0,3.0,17.0,12.0,11.0
408,47.0,30.0,0.0,23.0,15.0,33.0,3.0,17.0,12.0,11.0
409,53.0,26.0,0.0,21.0,15.0,47.0,5.0,23.0,12.0,10.0
410,53.0,26.0,0.0,21.0,15.0,47.0,5.0,23.0,12.0,10.0
411,48.0,12.0,14.0,23.0,13.0,73.0,5.0,10.0,8.0,5.0
412,48.0,12.0,14.0,23.0,13.0,73.0,5.0,10.0,8.0,5.0
413,35.0,20.0,14.0,27.0,14.0,96.0,10.0,10.0,7.0,3.0
414,35.0,20.0,14.0,27.0,14.0,96.0,10.0,10.0,7.0,3.0
415,36.0,19.0,16.0,28.0,16.0,100.0,7.0,14.0,7.0,6.0
416,36.0,19.0,16.0,28.0,16.0,100.0,7.0,14.0,7.0,6.0
417,60.0,12.0,18.0,17.0,21.0,89.0,5.0,14.0,7.0,7.0
418,60.0,12.0,18.0,17.0,21.0,89.0,5.0,14.0,7.0,7.0
419,79.0,11.0,19.0,19.0,22.0,80.0,0.0,0.0,10.0,6.0
420,79.0,11.0,19.0,19.0,22.0,80.0,0.0,0.0,10.0,6.0
421,80.0,13.0,37.0,18.0,23.0,102.0,2.0,1.0,13.0,4.0
422,80.0,13.0,37.0,18.0,23.0,102.0,2.0,1.0,13.0,4.0
423,83.0,14.0,50.0,13.0,19.0,95.0,2.0,7.0,17.0,8.0
424,83.0,14.0,50.0,13.0,19.0,95.0,2.0,7.0,17.0,8.0
425,88.0,22.0,50.0,17.0,12.0,107.0,2.0,11.0,20.0,8.0
426,88.0,22.0,50.0,17.0,12.0,107.0,2.0,11.0,20.0,8.0
427,84.0,32.0,10.0,22.0,13.0,97.0,2.0,14.0,22.0,6.0
428,84.0,32.0,10.0,22.0,13.0,97.0,2.0,14.0,22.0,6.0
429,56.0,49.0,18.0,24.0,16.0,115.0,3.0,18.0,22.0,9.0
430,56.0,49.0,18.0,24.0,16.0,115.0,3.0,18.0,22.0,9.0
431,52.0,59.0,18.0,17.0,19.0,102.0,4.0,18.0,20.0,12.0
432,52.0,59.0,18.0,17.0,19.0,102.0,4.0,18.0,20.0,12.0
433,52.0,61.0,33.0,15.0,23.0,74.0,3.0,14.0,23.0,7.0
434,52.0,61.0,33.0,15.0,23.0,74.0,3.0,14.0,23.0,7.0
435,71.0,59.0,65.0,13.0,16.0,99.0,4.0,14.0,34.0,10.0
436,71.0,59.0,65.0,13.0,16.0,99.0,4.0,14.0,34.0,10.0
437,59.0,18.0,78.0,12.0,13.0,151.0,6.0,12.0,40.0,12.0
438,59.0,18.0,78.0,12.0,13.0,151.0,6.0,12.0,40.0,12.0
439,31.0,13.0,46.0,9.0,14.0,141.0,5.0,14.0,36.0,13.0
440,31.0,13.0,46.0,9.0,14.0,141.0,5.0,14.0,36.0,13.0
441,37.0,7.0,45.0,12.0,14.0,142.0,4.0,17.0,23.0,20.0
442,37.0,7.0,45.0,12.0,14.0,142.0,4.0,17.0,23.0,20.0
443,49.0,23.0,43.0,19.0,19.0,129.0,1.0,0.0,18.0,21.0
444,49.0,23.0,43.0,19.0,19.0,129.0,1.0,0.0,18.0,21.0
445,50.0,36.0,0.0,21.0,34.0,74.0,1.0,0.0,20.0,22.0
446,50.0,36.0,0.0,21.0,34.0,74.0,1.0,0.0,20.0,22.0
447,42.0,38.0,0.0,22.0,43.0,86.0,0.0,5.0,26.0,33.0
448,42.0,38.0,0.0,22.0,43.0,86.0,0.0,5.0,26.0,33.0
449,39.0,46.0,0.0,20.0,43.0,131.0,0.0,5.0,44.0,35.0
450,39.0,46.0,0.0,20.0,43.0,131.0,0.0,5.0,44.0,35.0
451,42.0,56.0,0.0,34.0,35.0,88.0,1.0,5.0,73.0,30.0
452,42.0,56.0,0.0,34.0,35.0,88.0,1.0,5.0,73.0,30.0
453,53.0,93.0,0.0,39.0,26.0,97.0,2.0,0.0,65.0,11.0
454,53.0,93.0,0.0,39.0,26.0,97.0,2.0,0.0,65.0,11.0
455,51.0,102.0,0.0,28.0,22.0,107.0,3.0,7.0,48.0,15.0
456,51.0,102.0,0.0,28.0,22.0,107.0,3.0,7.0,48.0,15.0
457,37.0,147.0,0.0,33.0,28.0,88.0,1.0,13.0,38.0,13.0
458,37.0,147.0,0.0,33.0,28.0,88.0,1.0,13.0,38.0,13.0
459,50.0,148.0,0.0,8.0,28.0,62.0,2.0,13.0,55.0,13.0
460,50.0,148.0,0.0,8.0,28.0,62.0,2.0,13.0,55.0,13.0
461,49.0,166.0,0.0,5.0,32.0,13.0,2.0,0.0,23.0,34.0
462,49.0,166.0,0.0,5.0,32.0,13.0,2.0,0.0,23.0,34.0
463,40.0,157.0,0.0,0.0,60.0,22.0,2.0,0.0,24.0,45.0
464,40.0,157.0,0.0,0.0,60.0,22.0,2.0,0.0,24.0,45.0
465,51.0,154.0,0.0,6.0,15.0,32.0,0.0,0.0,30.0,42.0
466,51.0,154.0,0.0,6.0,15.0,32.0,0.0,0.0,30.0,42.0
467,48.0,167.0,0.0,9.0,14.0,29.0,3.0,0.0,42.0,59.0
468,48.0,167.0,0.0,9.0,14.0,29.0,3.0,0.0,42.0,59.0
469,115.0,68.0,0.0,8.0,15.0,17.0,3.0,0.0,50.0,35.0
470,115.0,68.0,0.0,8.0,15.0,17.0,3.0,0.0,50.0,35.0
471,97.0,14.0,12.0,14.0,17.0,36.0,20.0,14.0,44.0,17.0
472,97.0,14.0,12.0,14.0,17.0,36.0,20.0,14.0,44.0,17.0
473,71.0,18.0,12.0,4.0,21.0,39.0,20.0,28.0,25.0,24.0
474,71.0,18.0,12.0,4.0,21.0,39.0,20.0,28.0,25.0,24.0
475,70.0,11.0,9.0,11.0,30.0,38.0,1.0,38.0,19.0,34.0
476,70.0,11.0,9.0,11.0,30.0,38.0,1.0,38.0,19.0,34.0
477,53.0,12.0,11.0,15.0,27.0,37.0,3.0,38.0,13.0,31.0
478,53.0,12.0,11.0,15.0,27.0,37.0,3.0,38.0,13.0,31.0
479,35.0,11.0,13.0,7.0,28.0,34.0,2.0,40.0,19.0,30.0
480,35.0,11.0,13.0,7.0,28.0,34.0,2.0,40.0,19.0,30.0
481,50.0,12.0,0.0,6.0,40.0,27.0,2.0,45.0,15.0,34.0
482,50.0,12.0,0.0,6.0,40.0,27.0,2.0,45.0,15.0,34.0
483,63.0,13.0,0.0,5.0,32.0,26.0,3.0,37.0,11.0,22.0
484,63.0,13.0,0.0,5.0,32.0,26.0,3.0,37.0,11.0,22.0
485,55.0,18.0,0.0,1.0,36.0,46.0,2.0,32.0,14.0,19.0
486,55.0,18.0,0.0,1.0,36.0,46.0,2.0,32.0,14.0,19.0
487,48.0,18.0,10.0,2.0,34.0,55.0,2.0,25.0,16.0,28.0
488,48.0,18.0,10.0,2.0,34.0,55.0,2.0,25.0,16.0,28.0
489,44.0,10.0,23.0,2.0,26.0,53.0,3.0,16.0,17.0,27.0
490,44.0,10.0,23.0,2.0,26.0,53.0,3.0,16.0,17.0,27.0
491,47.0,6.0,24.0,2.0,22.0,50.0,2.0,12.0,17.0,18.0
492,47.0,6.0,24.0,2.0,22.0,50.0,2.0,12.0,17.0,18.0
493,62.0,10.0,21.0,3.0,30.0,33.0,3.0,20.0,15.0,27.0
494,62.0,10.0,21.0,3.0,30.0,33.0,3.0,20.0,15.0,27.0
495,69.0,11.0,25.0,3.0,35.0,40.0,3.0,21.0,14.0,58.0
496,69.0,11.0,25.0,3.0,35.0,40.0,3.0,21.0,14.0,58.0
497,84.0,8.0,26.0,1.0,35.0,47.0,3.0,21.0,16.0,48.0
498,84.0,8.0,26.0,1.0,35.0,47.0,3.0,21.0,16.0,48.0
499,94.0,12.0,18.0,2.0,40.0,55.0,3.0,37.0,20.0,39.0
500,94.0,12.0,18.0,2.0,40.0,55.0,3.0,37.0,20.0,39.0
501,91.0,16.0,31.0,8.0,45.0,67.0,4.0,24.0,25.0,18.0
502,91.0,16.0,31.0,8.0,45.0,67.0,4.0,24.0,25.0,18.0
503,94.0,16.0,65.0,11.0,39.0,85.0,5.0,20.0,8.0,15.0
504,94.0,16.0,65.0,11.0,39.0,85.0,5.0,20.0,8.0,15.0
505,88.0,15.0,71.0,13.0,47.0,70.0,2.0,38.0,8.0,12.0
506,88.0,15.0,71.0,13.0,47.0,70.0,2.0,38.0,8.0,12.0
507,88.0,11.0,68.0,16.0,46.0,69.0,1.0,58.0,12.0,11.0
508,88.0,11.0,68.0,16.0,46.0,69.0,1.0,58.0,12.0,11.0
509,95.0,13.0,116.0,11.0,35.0,94.0,2.0,67.0,11.0,12.0
510,95.0,13.0,116.0,11.0,35.0,94.0,2.0,67.0,11.0,12.0
511,107.0,14.0,112.0,7.0,32.0,111.0,5.0,63.0,13.0,15.0
512,107.0,14.0,112.0,7.0,32.0,111.0,5.0,63.0,13.0,15.0
513,116.0,19.0,127.0,15.0,27.0,133.0,5.0,21.0,21.0,21.0
514,116.0,19.0,127.0,15.0,27.0,133.0,5.0,21.0,21.0,21.0
515,119.0,22.0,113.0,16.0,19.0,155.0,3.0,37.0,23.0,28.0
516,119.0,22.0,113.0,16.0,19.0,155.0,3.0,37.0,23.0,28.0
517,117.0,19.0,94.0,21.0,15.0,149.0,2.0,31.0,21.0,20.0
518,117.0,19.0,94.0,21.0,15.0,149.0,2.0,31.0,21.0,20.0
519,111.0,18.0,91.0,33.0,16.0,116.0,3.0,34.0,31.0,13.0
520,111.0,18.0,91.0,33.0,16.0,116.0,3.0,34.0,31.0,13.0
521,87.0,27.0,0.0,36.0,21.0,131.0,4.0,42.0,35.0,14.0
522,87.0,27.0,0.0,36.0,21.0,131.0,4.0,42.0,35.0,14.0
523,73.0,30.0,5.0,38.0,29.0,155.0,3.0,31.0,31.0,11.0
524,73.0,30.0,5.0,38.0,29.0,155.0,3.0,31.0,31.0,11.0
525,40.0,50.0,8.0,43.0,37.0,132.0,4.0,15.0,19.0,9.0
526,40.0,50.0,8.0,43.0,37.0,132.0,4.0,15.0,19.0,9.0
527,43.0,36.0,18.0,55.0,35.0,146.0,1.0,11.0,23.0,33.0
528,43.0,36.0,18.0,55.0,35.0,146.0,1.0,11.0,23.0,33.0
529,63.0,41.0,18.0,66.0,10.0,171.0,1.0,10.0,39.0,30.0
530,63.0,41.0,18.0,66.0,10.0,171.0,1.0,10.0,39.0,30.0
531,51.0,52.0,25.0,44.0,12.0,124.0,1.0,16.0,21.0,10.0
532,51.0,52.0,25.0,44.0,12.0,124.0,1.0,16.0,21.0,10.0
533,47.0,56.0,19.0,37.0,15.0,137.0,4.0,29.0,19.0,14.0
534,47.0,56.0,19.0,37.0,15.0,137.0,4.0,29.0,19.0,14.0
535,37.0,48.0,19.0,35.0,15.0,154.0,3.0,16.0,29.0,21.0
536,37.0,48.0,19.0,35.0,15.0,154.0,3.0,16.0,29.0,21.0
537,31.0,27.0,0.0,42.0,8.0,143.0,1.0,30.0,32.0,21.0
538,31.0,27.0,0.0,42.0,8.0,143.0,1.0,30.0,32.0,21.0
539,20.0,18.0,0.0,27.0,5.0,142.0,1.0,32.0,27.0,23.0
540,20.0,18.0,0.0,27.0,5.0,142.0,1.0,32.0,27.0,23.0
541,18.0,29.0,0.0,27.0,4.0,160.0,2.0,7.0,16.0,30.0
542,18.0,29.0,0.0,27.0,4.0,160.0,2.0,7.0,16.0,30.0
543,30.0,33.0,0.0,33.0,11.0,209.0,1.0,16.0,13.0,33.0
544,30.0,33.0,0.0,33.0,11.0,209.0,1.0,16.0,13.0,33.0
545,29.0,46.0,0.0,32.0,9.0,237.0,2.0,14.0,24.0,37.0
546,29.0,46.0,0.0,32.0,9.0,237.0,2.0,14.0,24.0,37.0
547,38.0,48.0,22.0,36.0,12.0,159.0,8.0,14.0,25.0,59.0
548,38.0,48.0,22.0,36.0,12.0,159.0,8.0,14.0,25.0,59.0
549,71.0,63.0,37.0,28.0,15.0,172.0,9.0,0.0,36.0,43.0
550,71.0,63.0,37.0,28.0,15.0,172.0,9.0,0.0,36.0,43.0
551,71.0,76.0,37.0,12.0,14.0,228.0,2.0,5.0,14.0,16.0
552,71.0,76.0,37.0,12.0,14.0,228.0,2.0,5.0,14.0,16.0
553,50.0,83.0,0.0,21.0,9.0,208.0,3.0,5.0,9.0,14.0
554,50.0,83.0,0.0,21.0,9.0,208.0,3.0,5.0,9.0,14.0
555,50.0,93.0,0.0,22.0,6.0,239.0,3.0,17.0,13.0,10.0
556,50.0,93.0,0.0,22.0,6.0,239.0,3.0,17.0,13.0,10.0
557,64.0,90.0,0.0,24.0,6.0,280.0,1.0,17.0,16.0,14.0
558,64.0,90.0,0.0,24.0,6.0,280.0,1.0,17.0,16.0,14.0
559,85.0,90.0,0.0,0.0,6.0,201.0,2.0,0.0,0.0,20.0
560,85.0,90.0,0.0,0.0,6.0,201.0,2.0,0.0,0.0,20.0
561,88.0,58.0,0.0,0.0,5.0,208.0,2.0,0.0,20.0,0.0
562,88.0,58.0,0.0,0.0,5.0,208.0,2.0,0.0,20.0,0.0
563,57.0,58.0,0.0,10.0,6.0,195.0,1.0,0.0,30.0,0.0
564,57.0,58.0,0.0,10.0,6.0,195.0,1.0,0.0,30.0,0.0
565,84.0,0.0,15.0,13.0,12.0,127.0,0.0,0.0,30.0,0.0
566,84.0,0.0,15.0,13.0,12.0,127.0,0.0,0.0,30.0,0.0
567,87.0,7.0,15.0,13.0,16.0,79.0,0.0,9.0,32.0,5.0
568,87.0,7.0,15.0,13.0,16.0,79.0,0.0,9.0,32.0,5.0
569,78.0,17.0,0.0,8.0,4.0,48.0,0.0,39.0,24.0,7.0
570,78.0,17.0,0.0,8.0,4.0,48.0,0.0,39.0,24.0,7.0
571,61.0,23.0,0.0,3.0,6.0,49.0,7.0,50.0,8.0,6.0
572,61.0,23.0,0.0,3.0,6.0,49.0,7.0,50.0,8.0,6.0
573,52.0,47.0,16.0,3.0,9.0,44.0,8.0,50.0,8.0,2.0
574,52.0,47.0,16.0,3.0,9.0,44.0,8.0,50.0,8.0,2.0
575,55.0,88.0,12.0,2.0,11.0,54.0,13.0,4.0,13.0,4.0
576,55.0,88.0,12.0,2.0,11.0,54.0,13.0,4.0,13.0,4.0
577,58.0,80.0,7.0,3.0,9.0,58.0,11.0,18.0,16.0,5.0
578,58.0,80.0,7.0,3.0,9.0,58.0,11.0,18.0,16.0,5.0
579,56.0,69.0,6.0,4.0,7.0,47.0,15.0,18.0,20.0,9.0
580,56.0,69.0,6.0,4.0,7.0,47.0,15.0,18.0,20.0,9.0
581,63.0,67.0,7.0,6.0,7.0,34.0,4.0,20.0,17.0,11.0
582,63.0,67.0,7.0,6.0,7.0,34.0,4.0,20.0,17.0,11.0
583,76.0,74.0,10.0,9.0,9.0,38.0,3.0,32.0,13.0,10.0
584,76.0,74.0,10.0,9.0,9.0,38.0,3.0,32.0,13.0,10.0
585,89.0,86.0,10.0,13.0,11.0,28.0,3.0,29.0,13.0,13.0
586,89.0,86.0,10.0,13.0,11.0,28.0,3.0,29.0,13.0,13.0
587,76.0,103.0,10.0,13.0,18.0,26.0,2.0,26.0,9.0,15.0
588,76.0,103.0,10.0,13.0,18.0,26.0,2.0,26.0,9.0,15.0
589,68.0,115.0,18.0,8.0,23.0,36.0,1.0,34.0,12.0,16.0
590,68.0,115.0,18.0,8.0,23.0,36.0,1.0,34.0,12.0,16.0
591,69.0,134.0,16.0,7.0,30.0,48.0,1.0,39.0,17.0,17.0
592,69.0,134.0,16.0,7.0,30.0,48.0,1.0,39.0,17.0,17.0
593,70.0,124.0,12.0,15.0,31.0,53.0,2.0,31.0,19.0,13.0
594,70.0,124.0,12.0,15.0,31.0,53.0,2.0,31.0,19.0,13.0
595,72.0,91.0,11.0,14.0,28.0,58.0,4.0,35.0,22.0,9.0
596,72.0,91.0,11.0,14.0,28.0,58.0,4.0,35.0,22.0,9.0
597,87.0,9.0,24.0,14.0,22.0,64.0,5.0,40.0,19.0,6.0
598,87.0,9.0,24.0,14.0,22.0,64.0,5.0,40.0,19.0,6.0
599,103.0,9.0,31.0,16.0,24.0,67.0,3.0,50.0,16.0,6.0
600,103.0,9.0,31.0,16.0,24.0,67.0,3.0,50.0,16.0,6.0
601,113.0,9.0,40.0,16.0,27.0,66.0,5.0,51.0,11.0,6.0
602,113.0,9.0,40.0,16.0,27.0,66.0,5.0,51.0,11.0,6.0
603,97.0,6.0,75.0,13.0,29.0,70.0,5.0,46.0,10.0,9.0
604,97.0,6.0,75.0,13.0,29.0,70.0,5.0,46.0,10.0,9.0
605,86.0,10.0,47.0,10.0,33.0,99.0,5.0,41.0,11.0,11.0
606,86.0,10.0,47.0,10.0,33.0,99.0,5.0,41.0,11.0,11.0
607,105.0,12.0,33.0,13.0,34.0,115.0,4.0,30.0,14.0,6.0
608,105.0,12.0,33.0,13.0,34.0,115.0,4.0,30.0,14.0,6.0
609,113.0,13.0,18.0,23.0,38.0,96.0,2.0,24.0,19.0,3.0
610,113.0,13.0,18.0,23.0,38.0,96.0,2.0,24.0,19.0,3.0
611,111.0,15.0,22.0,29.0,32.0,101.0,2.0,33.0,30.0,3.0
612,111.0,15.0,22.0,29.0,32.0,101.0,2.0,33.0,30.0,3.0
613,111.0,12.0,22.0,30.0,17.0,114.0,3.0,43.0,28.0,3.0
614,111.0,12.0,22.0,30.0,17.0,114.0,3.0,43.0,28.0,3.0
615,111.0,9.0,14.0,35.0,18.0,126.0,2.0,29.0,24.0,2.0
616,111.0,9.0,14.0,35.0,18.0,126.0,2.0,29.0,24.0,2.0
617,97.0,5.0,13.0,52.0,25.0,122.0,2.0,19.0,20.0,8.0
618,97.0,5.0,13.0,52.0,25.0,122.0,2.0,19.0,20.0,8.0
619,101.0,3.0,18.0,48.0,36.0,92.0,2.0,33.0,23.0,12.0
620,101.0,3.0,18.0,48.0,36.0,92.0,2.0,33.0,23.0,12.0
621,112.0,9.0,30.0,34.0,33.0,107.0,3.0,56.0,20.0,12.0
622,112.0,9.0,30.0,34.0,33.0,107.0,3.0,56.0,20.0,12.0
623,98.0,12.0,0.0,23.0,20.0,178.0,2.0,32.0,24.0,9.0
624,98.0,12.0,0.0,23.0,20.0,178.0,2.0,32.0,24.0,9.0
625,104.0,17.0,0.0,22.0,24.0,185.0,2.0,8.0,43.0,5.0
626,104.0,17.0,0.0,22.0,24.0,185.0,2.0,8.0,43.0,5.0
627,131.0,15.0,0.0,18.0,22.0,131.0,2.0,0.0,78.0,6.0
628,131.0,15.0,0.0,18.0,22.0,131.0,2.0,0.0,78.0,6.0
629,134.0,20.0,0.0,16.0,16.0,157.0,3.0,11.0,113.0,7.0
630,134.0,20.0,0.0,16.0,16.0,157.0,3.0,11.0,113.0,7.0
631,125.0,37.0,0.0,16.0,14.0,150.0,6.0,9.0,83.0,8.0
632,125.0,37.0,0.0,16.0,14.0,150.0,6.0,9.0,83.0,8.0
633,140.0,39.0,0.0,10.0,17.0,141.0,5.0,9.0,85.0,28.0
634,140.0,39.0,0.0,10.0,17.0,141.0,5.0,9.0,85.0,28.0
635,159.0,27.0,7.0,8.0,26.0,163.0,0.0,3.0,144.0,44.0
636,159.0,27.0,7.0,8.0,26.0,163.0,0.0,3.0,144.0,44.0
637,139.0,7.0,6.0,10.0,51.0,194.0,2.0,3.0,89.0,51.0
638,139.0,7.0,6.0,10.0,51.0,194.0,2.0,3.0,89.0,51.0
639,175.0,8.0,4.0,5.0,62.0,186.0,1.0,3.0,62.0,66.0
640,175.0,8.0,4.0,5.0,62.0,186.0,1.0,3.0,62.0,66.0
641,191.0,9.0,0.0,15.0,56.0,216.0,0.0,2.0,24.0,114.0
642,191.0,9.0,0.0,15.0,56.0,216.0,0.0,2.0,24.0,114.0
643,180.0,13.0,0.0,14.0,36.0,294.0,2.0,3.0,19.0,73.0
644,180.0,13.0,0.0,14.0,36.0,294.0,2.0,3.0,19.0,73.0
645,159.0,29.0,8.0,6.0,32.0,323.0,10.0,0.0,36.0,66.0
646,159.0,29.0,8.0,6.0,32.0,323.0,10.0,0.0,36.0,66.0
647,176.0,50.0,8.0,7.0,14.0,359.0,6.0,0.0,36.0,93.0
648,176.0,50.0,8.0,7.0,14.0,359.0,6.0,0.0,36.0,93.0
